street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Vestkystvej 1,Højer,6280,7,306,1825,2800000.0,13-07-2006
Sejerslevvej 37,Højer,6280,5,90,1850,395000.0,12-07-2006
Sejerslevvej 31,Højer,6280,4,126,1876,595000.0,05-07-2006
Klintvej 19,Højer,6280,4,140,1972,810000.0,30-06-2006
Præstevænget 16,Højer,6280,3,120,1976,475000.0,29-06-2006
Emmerlevvej 34,Højer,6280,5,72,1910,90000.0,17-06-2006
Slusevej 19,Højer,6280,6,152,1942,1025000.0,10-06-2006
Ballumvej 17,Højer,6280,9,293,1961,455000.0,14-05-2006
Vesterende 4,Højer,6280,6,194,1977,1100000.0,10-05-2006
Præstevænget 3,Højer,6280,4,138,1975,650000.0,24-04-2006
Hjerpstedvej 16,Højer,6280,4,168,1929,1600000.0,23-04-2006
Ballumvej 83,Højer,6280,4,116,1960,650000.0,07-04-2006
Strandvej 8,Højer,6280,6,140,1933,1098000.0,14-03-2006
Sejerslevvej 32B,Højer,6280,9,231,1912,160000.0,09-03-2006
Slusevej 4,Højer,6280,7,123,1973,840000.0,08-03-2006
Østerbyvej 15,Højer,6280,4,179,1931,1145000.0,08-03-2006
Østerbyvej 52,Højer,6280,7,215,1912,750000.0,03-03-2006
Nørrevej 20,Højer,6280,3,126,1961,352547.0,02-02-2006
