street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Gråkærsvej 13,Balle,8444,3,97,1962,465000.0,24-03-2017
Glatvedvej 19,Balle,8444,5,128,1902,1938000.0,16-02-2017
Glatved Strandvej 35,Balle,8444,5,175,1907,29560306.0,26-01-2017
Gråkærsvej 3,Balle,8444,3,90,1962,695000.0,25-01-2017
Åvangen 54,Balle,8444,4,123,1978,710000.0,18-01-2017
Rosmus Bygade 9,Balle,8444,3,130,1890,275000.0,28-12-2016
Søndervang 19,Balle,8444,6,185,1946,680000.0,20-12-2016
Glatvedvej 7,Balle,8444,7,159,1900,650000.0,13-12-2016
Søndervang 7,Balle,8444,3,80,1880,490000.0,11-12-2016
Søndervang 9,Balle,8444,2,63,1920,490000.0,11-12-2016
Lunbakkevej 9,Balle,8444,5,244,1853,1320000.0,07-12-2016
Glatved Strandvej 39,Balle,8444,4,50,1922,850000.0,06-12-2016
Glatved Strandvej 21,Balle,8444,5,160,1899,5126000.0,05-11-2016
Vestergade 6,Balle,8444,6,133,1939,495000.0,04-11-2016
Åvangen 31,Balle,8444,6,228,2009,2150000.0,14-09-2016
Gråkærsvej 11,Balle,8444,4,108,1962,670000.0,06-09-2016
Elmevænget 18,Balle,8444,4,108,1972,450000.0,25-08-2016
Vestergade 17,Balle,8444,2,63,1978,58000.0,24-08-2016
Vestergade 36,Balle,8444,4,118,1961,570000.0,15-08-2016
Elmevænget 17,Balle,8444,5,160,1967,400000.0,01-07-2016
Th. Robdrups Vej 16,Balle,8444,2,76,1921,10000.0,27-06-2016
Dalsvinget 5,Balle,8444,4,114,1959,575000.0,24-06-2016
Birkesigvej 2,Balle,8444,4,107,1900,900000.0,09-05-2016
Rugårdsvej 28,Balle,8444,5,120,1915,1800000.0,12-04-2016
Søndervang 38,Balle,8444,4,144,1921,760000.0,14-03-2016
Glatvedvej 83,Balle,8444,5,147,1954,900000.0,04-03-2016
Vestergade 26,Balle,8444,3,112,1960,698000.0,03-03-2016
Glatved Strandvej 57,Balle,8444,7,139,1900,487500.0,18-02-2016
Nordre Kærvej 9,Balle,8444,3,70,1920,275000.0,24-11-2015
Lunbakkevej 7,Balle,8444,5,194,1905,720000.0,09-11-2015
Remshøjevej 8,Balle,8444,6,118,1887,1608300.0,11-09-2015
Lykkesholmvej 26,Balle,8444,4,115,1965,600000.0,25-08-2015
Enghaven 16,Balle,8444,4,164,1909,985000.0,07-08-2015
Lykkesholmvej 8,Balle,8444,4,120,1965,640000.0,05-08-2015
Remshøjevej 6,Balle,8444,5,190,1933,9067000.0,01-07-2015
Lunbakkevej 5,Balle,8444,7,160,1877,6669603.0,11-06-2015
Østergade 32,Balle,8444,8,131,1930,725000.0,10-06-2015
Glatved Strandvej 59,Balle,8444,5,150,1827,375000.0,23-05-2015
Nordre Kærvej 10,Balle,8444,3,90,1936,218713.0,29-04-2015
Mejerivej 2,Balle,8444,3,73,1912,20000.0,17-04-2015
