street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Sønderbakken 1,Assens,5610,5,68,1978,1075000.0,15-05-2017
Fåborgvej 49,Assens,5610,5,109,1937,1300000.0,02-05-2017
Mellembakken 2,Assens,5610,3,66,1995,1000000.0,25-04-2017
Toftevej 27,Assens,5610,4,106,1962,500000.0,17-04-2017
Barkegryden 2,Assens,5610,8,184,1807,1395261.0,31-03-2017
Nørregade 54,Assens,5610,3,61,1800,540000.0,30-03-2017
Sjodvangen 1,Assens,5610,6,142,1856,1495000.0,24-03-2017
Sneppevænget 10,Assens,5610,6,190,1973,1587500.0,24-03-2017
Jacob Gades Vej 9,Assens,5610,2,65,1862,550000.0,24-03-2017
Vibevænget 6,Assens,5610,4,142,1973,720031.0,21-03-2017
Spættevænget 7,Assens,5610,4,118,1978,462000.0,13-03-2017
Ved Grotten 32,Assens,5610,6,137,1966,1270000.0,07-03-2017
Bakkevej 4,Assens,5610,5,126,1900,1100000.0,02-03-2017
Nørre Alle 17,Assens,5610,4,82,1900,770000.0,01-03-2017
Nørregade 57,Assens,5610,3,69,1870,835000.0,28-02-2017
Glentevej 9,Assens,5610,3,64,1962,1290000.0,27-02-2017
Torø Huse Vej 36,Assens,5610,3,57,1937,1105000.0,27-02-2017
Vinkelvej 16,Assens,5610,4,99,1963,1000000.0,23-02-2017
Næsvej 91,Assens,5610,4,116,2005,1850000.0,23-02-2017
Hellegårdsvej 4,Assens,5610,6,316,1938,1400000.0,10-02-2017
Kragsbjergvej 12,Assens,5610,4,135,2004,1680000.0,10-02-2017
Berildsvej 61,Assens,5610,3,81,1964,505000.0,09-02-2017
Solsortvænget 8,Assens,5610,4,124,1979,740000.0,09-02-2017
Johan Rantzaus Vej 6,Assens,5610,8,240,1909,1525000.0,09-02-2017
Kirke Søbyvej 92,Assens,5610,3,80,1900,190000.0,07-02-2017
Turupvej 14,Assens,5610,5,140,2001,795000.0,06-02-2017
Kærsangervænget 1,Assens,5610,2,60,1976,6400000.0,02-02-2017
Ramsherred 25,Assens,5610,4,100,1855,331500.0,02-02-2017
Nygade 16,Assens,5610,3,76,1900,850000.0,30-01-2017
Fuglebakken 30,Assens,5610,4,144,1974,675082.0,17-01-2017
Berildsvej 59,Assens,5610,3,79,1964,600000.0,13-01-2017
Gefionvænget 20,Assens,5610,4,88,1981,795000.0,11-01-2017
Korsvang 11,Assens,5610,10,225,1972,800000.0,06-01-2017
Nørre Alle 6,Assens,5610,4,123,1904,650000.0,03-01-2017
Dyrhaugegårde 38,Assens,5610,3,74,1979,450000.0,02-01-2017
Jacob Gades Vej 4A,Assens,5610,3,108,1980,1147500.0,27-12-2016
Musvitvænget 11,Assens,5610,5,143,1978,1300000.0,24-12-2016
Middelfartvej 108,Assens,5610,3,97,1957,550000.0,22-12-2016
Kærsangervænget 24,Assens,5610,4,90,1977,835000.0,20-12-2016
Trollesøvej 13,Assens,5610,8,259,1922,1050000.0,15-12-2016
Langeløkke Alle 13,Assens,5610,5,75,1880,685000.0,07-12-2016
Middelfartvej 53A,Assens,5610,4,143,1976,600000.0,07-12-2016
Rørsangervænget 2,Assens,5610,4,113,1973,1100000.0,07-12-2016
"Provstistræde 18, 4. 2",Assens,5610,3,176,1950,3950000.0,02-12-2016
Ved Grotten 34,Assens,5610,5,127,1965,885000.0,01-12-2016
Ladegårdsgade 7,Assens,5610,6,160,1985,1400000.0,30-11-2016
Ramsherred 11,Assens,5610,3,91,1670,500000.0,29-11-2016
Kroagervej 10,Assens,5610,4,146,1974,1125000.0,28-11-2016
Ladegårdsgade 11,Assens,5610,5,108,1843,403750.0,28-11-2016
Blangstrupvej 34,Assens,5610,4,114,1897,181000.0,25-11-2016
Adelgade 8,Assens,5610,3,87,1860,530000.0,24-11-2016
Jørgensvej 7,Assens,5610,4,120,1976,900000.0,23-11-2016
Smejrupgyden 1,Assens,5610,6,216,1850,710000.0,22-11-2016
Nørre Alle 19,Assens,5610,3,71,1850,495000.0,21-11-2016
Bådsstræde 3,Assens,5610,3,92,1900,1265000.0,17-11-2016
Næsvej 35,Assens,5610,4,116,2005,1675000.0,13-11-2016
Nørre Alle 15,Assens,5610,2,57,1900,545000.0,10-11-2016
Kirke Søbyvej 85,Assens,5610,4,139,1910,290000.0,07-11-2016
Barløsevej 18,Assens,5610,9,307,1875,200000.0,02-11-2016
Møllegyden 12,Assens,5610,3,105,1952,401500.0,02-11-2016
Høgevænget 2,Assens,5610,5,167,1974,1770000.0,27-10-2016
Mimosevænget 3,Assens,5610,4,130,1979,1050000.0,26-10-2016
Viesøvej 26,Assens,5610,5,149,1870,1500000.0,23-10-2016
Skovvangsvej 1,Assens,5610,5,153,1924,1350000.0,18-10-2016
Gamtoftevej 13,Assens,5610,11,240,1890,8732000.0,17-10-2016
Salbrovad 35,Assens,5610,8,236,1886,908000.0,10-10-2016
Ladegårdsgade 9,Assens,5610,6,135,1843,600000.0,06-10-2016
Middelfartvej 106,Assens,5610,6,165,1947,600000.0,27-09-2016
Rågevænget 6,Assens,5610,6,200,1977,1475000.0,26-09-2016
Jacob Gades Vej 16,Assens,5610,6,176,1915,2295000.0,26-09-2016
Lille Kirkestræde 4,Assens,5610,5,100,1650,1200000.0,24-09-2016
Berildsvej 40,Assens,5610,5,115,1962,563000.0,23-09-2016
Skelvej 10,Assens,5610,4,114,1963,495000.0,20-09-2016
Hesbjergvej 2,Assens,5610,8,241,1820,850000.0,16-09-2016
Søbakken 20,Assens,5610,4,81,1967,1105000.0,14-09-2016
"Fåborgvej 2B, ST",Assens,5610,2,61,1877,225000.0,08-09-2016
Mellembakken 11,Assens,5610,5,91,1995,1150000.0,05-09-2016
Stentevej 4,Assens,5610,3,150,1934,1400000.0,04-09-2016
Mellembakken 14,Assens,5610,4,77,1986,1525000.0,02-09-2016
Barkegryden 3,Assens,5610,4,97,1935,1475000.0,02-09-2016
Nørregade 72,Assens,5610,2,90,1875,995000.0,31-08-2016
Thorvald Niss Gade 3,Assens,5610,6,133,1928,818500.0,30-08-2016
Korsvang 6,Assens,5610,3,97,1969,875000.0,19-08-2016
Søbakken 5,Assens,5610,3,60,1971,900000.0,18-08-2016
Smejrupvej 15,Assens,5610,6,204,1960,1800000.0,18-08-2016
Nørre Alle 68,Assens,5610,4,124,1900,224513.0,16-08-2016
Saltofte Strandvej 5,Assens,5610,4,100,1970,376212.0,13-08-2016
"Ny Adelgade 4A, ST",Assens,5610,4,109,1900,850000.0,12-08-2016
Fåborgvej 84,Assens,5610,5,130,1880,722500.0,11-08-2016
Egebjergvej 26,Assens,5610,3,76,1870,62200.0,09-08-2016
