street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Fredskovvej 38,Sjølund,6093,3,71,1994,1132500.0,10-05-2017
Bygmarken 14,Sjølund,6093,4,78,1996,1275000.0,03-05-2017
Strandvejen Grønninghoved 26,Sjølund,6093,4,53,1933,61322.0,01-05-2017
Grønninghovedvej 34,Sjølund,6093,7,177,1827,624000.0,28-04-2017
Skamlingvejen 170,Sjølund,6093,3,80,1964,775000.0,19-04-2017
Hvedemarken 26,Sjølund,6093,5,101,1999,2820000.0,10-04-2017
Lærkevej Grønninghoved 14,Sjølund,6093,4,56,1947,550000.0,09-04-2017
Åstorpvej 63,Sjølund,6093,4,80,1877,400000.0,07-04-2017
Fredskovvej 24,Sjølund,6093,4,87,1986,1225000.0,17-03-2017
Havremarken 24,Sjølund,6093,3,62,1996,1240000.0,10-03-2017
J.A. Petersens Park 13,Sjølund,6093,4,107,1993,835000.0,06-02-2017
Mellemgade 3,Sjølund,6093,7,179,1877,451569.0,24-12-2016
Gl. Strandvej 31,Sjølund,6093,4,67,2007,816666.0,16-12-2016
Bygmarken 20,Sjølund,6093,5,77,1996,1150000.0,12-12-2016
Åstorpvej 60,Sjølund,6093,2,65,1893,25000.0,08-12-2016
Skomagergade 4,Sjølund,6093,5,146,1973,1025000.0,25-11-2016
Skamlingvejen 153,Sjølund,6093,3,148,1900,1950000.0,07-11-2016
Købmandsgade 3,Sjølund,6093,4,112,1877,300000.0,01-11-2016
Åstorpvej 16,Sjølund,6093,3,82,1958,1165000.0,31-10-2016
Åstorpvej 55,Sjølund,6093,4,110,1830,1197000.0,30-10-2016
Mosvigvej 28,Sjølund,6093,4,68,1995,1260000.0,12-10-2016
Vejstruprødvej 41,Sjølund,6093,6,192,1877,1025000.0,19-09-2016
Fredskovvej 18,Sjølund,6093,4,94,1992,2500000.0,06-09-2016
Tværgade 6,Sjølund,6093,4,108,1969,690000.0,05-09-2016
Sjølund Landevej 13,Sjølund,6093,6,185,1866,40000.0,02-09-2016
J.A. Petersens Park 6,Sjølund,6093,6,162,1984,1260000.0,30-08-2016
Sjølund Gade 38,Sjølund,6093,7,170,1900,725000.0,28-08-2016
St. Strandhave 11,Sjølund,6093,2,53,1965,975000.0,25-08-2016
Havremarken 26,Sjølund,6093,5,86,1996,1825000.0,23-08-2016
J.A. Petersens Park 24,Sjølund,6093,4,112,1976,975000.0,15-08-2016
Skovvejen 15A,Sjølund,6093,5,132,1961,2825000.0,02-08-2016
Lærkevej Grønninghoved 1,Sjølund,6093,2,67,1960,600000.0,30-07-2016
St. Strandhave 18,Sjølund,6093,2,48,1960,500000.0,09-07-2016
Gl. Strandvej 21,Sjølund,6093,3,74,1974,1000000.0,09-07-2016
Åstorpvej 43,Sjølund,6093,4,130,1973,675000.0,24-06-2016
Bygmarken 15,Sjølund,6093,5,84,1995,1795000.0,18-06-2016
Havremarken 20,Sjølund,6093,5,95,1997,1700000.0,17-06-2016
Nyvej Grønninghoved 3,Sjølund,6093,4,49,1950,975000.0,16-06-2016
St. Strandhave 20,Sjølund,6093,3,56,1992,1440000.0,15-06-2016
Lærkevej Grønninghoved 2,Sjølund,6093,3,56,1962,950000.0,04-06-2016
Anemonevej 6,Sjølund,6093,2,35,1978,980000.0,01-06-2016
Sneppevej 8,Sjølund,6093,5,72,1960,800000.0,15-05-2016
Rosenalle 4,Sjølund,6093,3,58,1950,1500000.0,02-05-2016
J.A. Petersens Park 49,Sjølund,6093,3,101,1998,990664.0,27-04-2016
Strandvejen Grønninghoved 13,Sjølund,6093,4,70,2004,3200000.0,21-04-2016
Bygmarken 11,Sjølund,6093,3,69,1998,1250000.0,21-04-2016
Sydbanen 6,Sjølund,6093,5,165,2016,350000.0,19-04-2016
Kirkevænget 12,Sjølund,6093,6,145,1965,872500.0,16-04-2016
Bakkevej 21,Sjølund,6093,6,118,1877,500000.0,15-04-2016
J.A. Petersens Park 18,Sjølund,6093,6,200,1976,1685000.0,14-03-2016
J.A. Petersens Park 50,Sjølund,6093,5,138,1998,1730000.0,11-02-2016
Skovvejen 15B,Sjølund,6093,9,148,2016,850000.0,07-02-2016
Skovvejen 11A,Sjølund,6093,9,150,2016,850000.0,07-02-2016
Fredskovvej 10,Sjølund,6093,4,63,1988,825000.0,04-02-2016
Strandvejen Grønninghoved 3,Sjølund,6093,3,50,1928,1105000.0,11-12-2015
J.A. Petersens Park 1,Sjølund,6093,6,195,1981,1855000.0,21-11-2015
St. Strandhave 10,Sjølund,6093,4,66,1965,1215000.0,18-11-2015
Sjølund Landevej 28,Sjølund,6093,3,123,1913,510000.0,29-10-2015
Lærkevej Grønninghoved 6,Sjølund,6093,3,55,1960,625000.0,08-10-2015
Skamlingvejen 152,Sjølund,6093,4,84,1962,975000.0,23-09-2015
J.A. Petersens Park 32,Sjølund,6093,4,137,1978,1300000.0,16-09-2015
Mellemgade 13,Sjølund,6093,4,122,1964,950000.0,10-09-2015
Skrænten Grønninghoved 5,Sjølund,6093,2,41,1992,1200000.0,08-09-2015
Bakkevej Grønninghoved 9,Sjølund,6093,2,40,1950,725000.0,24-08-2015
J.A. Petersens Park 40,Sjølund,6093,5,148,1979,1360000.0,09-08-2015
Sneppevej 1,Sjølund,6093,3,54,1973,825000.0,05-08-2015
Bakkevej 14,Sjølund,6093,3,63,1904,75000.0,01-08-2015
Mågevej Grønninghoved 4,Sjølund,6093,3,65,1960,1050000.0,25-06-2015
Lærkevej Grønninghoved 4,Sjølund,6093,3,65,2011,655000.0,22-06-2015
Skomagergade 2,Sjølund,6093,4,109,1962,560000.0,16-06-2015
Rugmarken 25,Sjølund,6093,4,75,2004,1670000.0,01-06-2015
Mågevej Grønninghoved 2,Sjølund,6093,3,65,2011,92577.0,13-05-2015
Sneppevej 10,Sjølund,6093,3,69,2016,92577.0,10-05-2015
Strandvejen Grønninghoved 24,Sjølund,6093,3,50,2013,3150000.0,09-05-2015
J.A. Petersens Park 53,Sjølund,6093,8,187,1998,925000.0,05-05-2015
Sneppevej 5,Sjølund,6093,3,58,1960,92577.0,04-05-2015
Drosselvej 3,Sjølund,6093,3,65,1962,92577.0,04-05-2015
Drosselvej 4,Sjølund,6093,4,63,1966,92577.0,02-05-2015
Drosselvej 1,Sjølund,6093,4,68,1978,92577.0,29-04-2015
Mågevej Grønninghoved 6,Sjølund,6093,2,50,1952,92577.0,25-04-2015
Lærkevej Grønninghoved 3,Sjølund,6093,3,47,1960,92577.0,24-04-2015
Mosvigvej 26,Sjølund,6093,4,55,1952,92577.0,24-04-2015
Sneppevej 7,Sjølund,6093,3,58,1968,92577.0,24-04-2015
Drosselvej 5,Sjølund,6093,4,61,1982,92577.0,24-04-2015
Lærkevej Grønninghoved 8,Sjølund,6093,3,60,1960,92577.0,23-04-2015
Sneppevej 6,Sjølund,6093,3,56,1960,92577.0,23-04-2015
Drosselvej 2,Sjølund,6093,3,70,1960,92577.0,23-04-2015
Mågevej Grønninghoved 3,Sjølund,6093,3,57,1961,92577.0,23-04-2015
Mågevej Grønninghoved 5,Sjølund,6093,3,54,1988,92577.0,23-04-2015
Mosvigvej 24,Sjølund,6093,2,40,1957,92577.0,22-04-2015
J.A. Petersens Park 57,Sjølund,6093,6,146,2006,1980000.0,18-04-2015
Mågevej Grønninghoved 1,Sjølund,6093,2,59,1999,92577.0,02-04-2015
Lærkevej Grønninghoved 10,Sjølund,6093,3,64,1963,92577.0,31-03-2015
Strandvejen Grønninghoved 23,Sjølund,6093,5,98,1930,1650000.0,12-02-2015
Strandvejen Grønninghoved 23A,Sjølund,6093,4,87,2016,1100000.0,02-02-2015
Bygmarken 17,Sjølund,6093,5,84,1995,1780000.0,16-01-2015
Bygmarken 5,Sjølund,6093,4,88,1996,1575000.0,07-01-2015
Havremarken 22,Sjølund,6093,6,92,2001,1765000.0,11-12-2014
Søndermarkvej 10,Sjølund,6093,4,120,1902,1475000.0,05-12-2014
Vejstruprødvej 14,Sjølund,6093,4,112,1911,385000.0,03-12-2014
Vejstruprødvej 17,Sjølund,6093,7,204,1900,2075000.0,14-11-2014
Fjællebrovej 11,Sjølund,6093,6,220,1898,1350000.0,13-11-2014
Sjølund Gade 30,Sjølund,6093,8,190,1951,1725000.0,15-10-2014
Skamlingvejen 167,Sjølund,6093,5,118,1953,360000.0,14-09-2014
Skamlingvejen 165,Sjølund,6093,5,118,1953,360000.0,10-09-2014
Toftevej 5,Sjølund,6093,7,273,1890,5935000.0,22-08-2014
Fredskovvej 6,Sjølund,6093,5,96,1992,1100000.0,04-08-2014
Skamlingvejen 149,Sjølund,6093,4,155,1933,1020000.0,25-07-2014
Nyhavn 7,Sjølund,6093,4,139,1944,1190000.0,17-07-2014
Vejstruprødvej 23,Sjølund,6093,6,236,1900,875000.0,15-07-2014
Sjølund Landevej 16,Sjølund,6093,5,111,1900,28850000.0,29-06-2014
Fredskovvej 1,Sjølund,6093,3,50,1967,795000.0,19-06-2014
J.A. Petersens Park 46,Sjølund,6093,4,150,2005,1850000.0,15-06-2014
Hvedemarken 11,Sjølund,6093,4,78,1997,1850000.0,02-05-2014
Hvedemarken 40,Sjølund,6093,4,78,2004,1150000.0,15-04-2014
Fredskovvej 20,Sjølund,6093,3,91,1990,2400000.0,28-03-2014
Skamlingvejen 136,Sjølund,6093,6,300,1860,900000.0,19-03-2014
Hvedemarken 2,Sjølund,6093,4,103,1998,706300.0,26-02-2014
Skamlingvejen 121,Sjølund,6093,4,154,2016,875000.0,21-01-2014
Kurkmarkvej 6,Sjølund,6093,10,131,1850,14947562.0,06-12-2013
Sjølund Gade 4,Sjølund,6093,4,102,1900,395000.0,29-11-2013
Hvedemarken 28,Sjølund,6093,4,90,1999,2000000.0,07-11-2013
Fredskovvej 4,Sjølund,6093,4,68,1991,1050000.0,26-09-2013
Sjølund Gade 26,Sjølund,6093,3,92,1942,675000.0,06-09-2013
Sjølund Gade 24,Sjølund,6093,4,147,1929,800000.0,05-09-2013
Fjællebrovej 6,Sjølund,6093,8,208,1827,244100.0,15-08-2013
Skomagergade 30,Sjølund,6093,6,207,1860,1400000.0,07-08-2013
Rugmarken 31,Sjølund,6093,4,88,2003,750000.0,02-08-2013
Mosvigvej 34,Sjølund,6093,1,70,1973,1295000.0,29-07-2013
Toftevej 10,Sjølund,6093,4,97,1967,840000.0,17-07-2013
Havremarken 4,Sjølund,6093,4,77,2000,2012500.0,09-07-2013
