street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Dæmningen 21,Broby,5672,4,120,1967,606490.0,09-05-2017
Engbækvej 16,Broby,5672,5,170,1979,995000.0,28-04-2017
Fangelvej 56,Broby,5672,3,92,1855,475000.0,24-04-2017
Gulfeldtsvej 32,Broby,5672,3,71,1954,50000.0,06-04-2017
Stationsvej 19,Broby,5672,5,85,1922,380000.0,31-03-2017
Verningevej 24,Broby,5672,13,384,1870,200000.0,29-03-2017
Stålbjergvej 9,Broby,5672,3,108,1970,300000.0,27-03-2017
Spurvelunden 37,Broby,5672,4,125,2006,1785000.0,26-03-2017
Søbovej 2,Broby,5672,3,93,1877,455000.0,24-03-2017
Odensevej 15,Broby,5672,5,173,1900,1250000.0,23-03-2017
Ståbyvej 25,Broby,5672,5,146,1927,1365000.0,22-03-2017
Vøjstrupvej 14,Broby,5672,3,85,1952,431952.0,22-03-2017
Vøjstrupvej 5,Broby,5672,7,215,1777,225000.0,14-03-2017
Radbyvej 26,Broby,5672,3,155,1727,2700000.0,10-03-2017
Marsk Billesvej 10,Broby,5672,8,168,1866,750000.0,17-02-2017
Ny Vestergade 14,Broby,5672,4,118,1777,595000.0,15-02-2017
Søbovej 4,Broby,5672,5,110,1930,650000.0,13-02-2017
Søbyvej 2,Broby,5672,5,225,1700,875000.0,08-02-2017
Allerupvej 36,Broby,5672,3,66,1852,220500.0,02-02-2017
Dæmningen 1,Broby,5672,7,182,1957,1750000.0,30-01-2017
Nørregade 28,Broby,5672,12,337,1930,1100000.0,23-01-2017
Krogsgårdsvej 36,Broby,5672,5,205,1977,800000.0,29-12-2016
Horseballevej 8,Broby,5672,2,88,1936,60000.0,22-12-2016
Pontoppidansvej 4,Broby,5672,3,111,1930,350000.0,22-12-2016
Stensbjergvej 4,Broby,5672,4,90,1951,195606.0,19-12-2016
Odensevej 42,Broby,5672,7,200,1902,1167470.0,15-12-2016
Syrenvej 4,Broby,5672,3,104,1972,555000.0,15-12-2016
Broholmvej 37,Broby,5672,4,121,1973,1160000.0,07-12-2016
Lærkevej 5,Broby,5672,4,105,1968,760000.0,01-12-2016
Marsk Billesvej 36,Broby,5672,3,83,1957,575000.0,01-12-2016
Dæmningen 25,Broby,5672,6,177,1970,750000.0,29-11-2016
Søbjergvænget 30,Broby,5672,5,144,1978,980000.0,25-11-2016
Birkevej 60,Broby,5672,4,122,1951,1450000.0,24-11-2016
Gulfeldtsvej 28,Broby,5672,2,82,1952,52002.0,22-11-2016
Møllebakken 35,Broby,5672,4,117,1977,1050000.0,07-11-2016
Marsk Billesvej 32,Broby,5672,4,143,1935,325000.0,03-11-2016
Dæmningen 11,Broby,5672,3,74,1961,400000.0,28-10-2016
