street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Engvej 2,Ørbæk,5853,6,199,1961,1295000.0,27-04-2017
Måre Møllevej 20,Ørbæk,5853,6,110,1969,510000.0,12-04-2017
Buen 4B,Ørbæk,5853,3,74,1983,780000.0,04-04-2017
Engdraget 13,Ørbæk,5853,4,104,1980,625000.0,29-03-2017
Sentvedvej 31,Ørbæk,5853,7,205,1922,2793000.0,17-03-2017
Damgårdsvænget 20,Ørbæk,5853,6,169,1979,1100000.0,13-03-2017
Højvænget 5,Ørbæk,5853,4,123,1976,500000.0,07-03-2017
Odensevej 41,Ørbæk,5853,2,71,1900,210000.0,23-02-2017
Måre Byvej 2A,Ørbæk,5853,2,91,1980,445000.0,20-02-2017
Møllegyden 1,Ørbæk,5853,4,119,1960,650000.0,17-02-2017
Egemosevej 12,Ørbæk,5853,9,256,1850,1435000.0,07-02-2017
Rosenvej 2,Ørbæk,5853,6,183,1998,1795000.0,01-02-2017
Måre Byvej 43,Ørbæk,5853,4,65,1926,280000.0,31-01-2017
Skovparken 2C,Ørbæk,5853,5,88,1982,450000.0,31-01-2017
Longvej 1A,Ørbæk,5853,4,139,1973,600000.0,24-01-2017
Svendborgvej 70,Ørbæk,5853,4,117,1900,250000.0,21-01-2017
Højgårdsvej 3,Ørbæk,5853,5,146,2010,800000.0,20-01-2017
Lærkevej 2,Ørbæk,5853,4,128,1970,850000.0,17-01-2017
Kullerup Byvej 19,Ørbæk,5853,7,153,1900,1700000.0,09-01-2017
Villumstrupvej 6,Ørbæk,5853,6,178,1850,230000.0,02-01-2017
Kragelundvej 20,Ørbæk,5853,6,188,1900,970000.0,22-12-2016
Østermarksvej 5,Ørbæk,5853,7,189,1936,950000.0,20-12-2016
Nyborgvej 47,Ørbæk,5853,3,126,1905,300000.0,24-11-2016
Ellingevej 33,Ørbæk,5853,7,226,1850,900000.0,04-11-2016
Måre Byvej 34,Ørbæk,5853,5,156,1920,850000.0,02-11-2016
Kullerup Byvej 5,Ørbæk,5853,3,103,1937,775000.0,02-11-2016
Ravnholtvej 17,Ørbæk,5853,7,286,1966,1600000.0,02-11-2016
Måre Møllevej 4,Ørbæk,5853,4,167,1965,1095000.0,28-10-2016
Smedevænget 13,Ørbæk,5853,4,113,1974,815000.0,27-10-2016
Højvænget 17,Ørbæk,5853,4,114,1977,320534.0,26-10-2016
Regissevej 13,Ørbæk,5853,3,95,1962,595000.0,19-10-2016
Lindeskovvej 2,Ørbæk,5853,7,141,1888,1350000.0,14-10-2016
Longvej 10,Ørbæk,5853,5,199,1909,1575000.0,12-10-2016
Ellingevej 31,Ørbæk,5853,6,224,1870,916672.0,07-10-2016
Odensevej 40,Ørbæk,5853,3,90,1850,654500.0,06-10-2016
Birkevej 1B,Ørbæk,5853,5,176,1969,652917.0,21-09-2016
Slotsvænget 4,Ørbæk,5853,4,141,1972,1100000.0,15-09-2016
Assensvej 84,Ørbæk,5853,4,115,1880,350000.0,14-09-2016
Juulskovvej 7,Ørbæk,5853,7,285,1904,2150000.0,14-09-2016
Assensvej 29,Ørbæk,5853,3,96,1981,590100.0,09-09-2016
Skovparken 29,Ørbæk,5853,5,168,1977,955000.0,09-09-2016
Regissevej 11,Ørbæk,5853,7,215,1888,875000.0,08-09-2016
Refsvindinge Byvej 32,Ørbæk,5853,3,84,1870,140000.0,07-09-2016
Kildemøllevej 16,Ørbæk,5853,6,180,1900,695000.0,07-09-2016
Frederiksens Alle 1,Ørbæk,5853,4,142,1916,61111.0,07-09-2016
Svendborgvej 56,Ørbæk,5853,5,127,1900,346000.0,01-09-2016
