street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Kongehøjen 8,Klampenborg,2930,3,125,1982,7900000.0,02-05-2017
Hvidørevej 26,Klampenborg,2930,7,218,1933,9300000.0,20-04-2017
Christiansholms Parkvej 26,Klampenborg,2930,8,319,1907,19250000.0,18-04-2017
Klampenborgvej 12C,Klampenborg,2930,7,249,1955,11000000.0,04-04-2017
"Slotsalleen 8, ST",Klampenborg,2930,4,183,1901,16450000.0,28-03-2017
Slotsalleen 5,Klampenborg,2930,9,257,1900,19250000.0,22-03-2017
"Strandvejen 417B, 2. TH",Klampenborg,2930,4,112,1959,6400000.0,22-03-2017
Fabritius Alle 19,Klampenborg,2930,4,192,2016,15250000.0,20-03-2017
Klampenborgvej 30,Klampenborg,2930,8,189,1924,10450000.0,19-03-2017
Zicavej 19,Klampenborg,2930,6,210,1963,18250000.0,17-03-2017
Rosavej 13,Klampenborg,2930,3,98,1991,5000000.0,14-03-2017
"Skovvej 4, ST. TH",Klampenborg,2930,2,66,1896,3145000.0,13-03-2017
Fabritius Alle 10,Klampenborg,2930,7,276,1925,14750000.0,12-03-2017
Klampenborgvej 21,Klampenborg,2930,6,167,1927,7900000.0,01-03-2017
"Strandvejen 423, 1. TV",Klampenborg,2930,4,111,1933,5700000.0,01-03-2017
Strandvejen 655,Klampenborg,2930,5,132,1992,7300000.0,28-02-2017
"Taarbækdalsvej 1C, 2. 1",Klampenborg,2930,2,51,1937,2200000.0,22-02-2017
Rosavej 26,Klampenborg,2930,6,208,1970,11600000.0,22-02-2017
Hvidørevej 28,Klampenborg,2930,5,116,1957,6700000.0,15-02-2017
Taarbæk Strandvej 85,Klampenborg,2930,2,49,1800,3350000.0,12-02-2017
Christiansholmsvej 9,Klampenborg,2930,8,126,1954,7200000.0,03-02-2017
"Taarbæk Strandvej 65B, 1. TH",Klampenborg,2930,3,115,1939,2847500.0,24-01-2017
"Bellevuevej 3, ST. TH",Klampenborg,2930,3,96,1933,4700000.0,23-01-2017
Drachmannsvej 9,Klampenborg,2930,7,204,1954,10700000.0,18-01-2017
Christiansholmsvej 35,Klampenborg,2930,6,212,1929,8475000.0,18-01-2017
Taarbæk Strandvej 89B,Klampenborg,2930,3,83,1877,5600000.0,17-01-2017
Christiansholmsvej 11,Klampenborg,2930,6,210,1953,10970000.0,16-01-2017
Schimmelmannsvej 6,Klampenborg,2930,5,140,1932,8400000.0,06-01-2017
Fabritius Alle 6,Klampenborg,2930,6,224,1923,15400000.0,04-01-2017
"Skovvej 4, ST. TV",Klampenborg,2930,3,83,1896,3500000.0,03-01-2017
"Taarbæk Strandvej 95, 1. TV",Klampenborg,2930,5,108,1937,6500000.0,23-12-2016
Eremitagevej 6,Klampenborg,2930,9,259,1915,8400000.0,23-12-2016
Bellevuekrogen 6,Klampenborg,2930,5,128,1950,7500000.0,20-12-2016
Dalsgaardsvej 16,Klampenborg,2930,3,93,1991,5150000.0,19-12-2016
Nordre Molevej 4A,Klampenborg,2930,3,70,1877,3295000.0,16-12-2016
"Strandvejen 423, ST",Klampenborg,2930,4,136,1933,6800000.0,15-12-2016
Hvidørevej 64,Klampenborg,2930,9,268,1933,9700000.0,13-12-2016
Strandvejen 296A,Klampenborg,2930,6,192,1890,10250000.0,12-12-2016
Klampenborgvej 19,Klampenborg,2930,6,182,1928,7600000.0,02-12-2016
Christiansholms Tværvej 10,Klampenborg,2930,9,314,1929,16975000.0,29-11-2016
Exnersvej 45,Klampenborg,2930,7,202,1933,11200000.0,23-11-2016
Taarbækdalsvej 11B,Klampenborg,2930,2,55,1904,2650000.0,16-11-2016
Christiansholmsvej 5,Klampenborg,2930,7,259,1931,8500000.0,15-11-2016
Vitus Berings Alle 28,Klampenborg,2930,9,355,1902,15500000.0,14-11-2016
Dyrehavevej 43A,Klampenborg,2930,6,137,1958,6250000.0,13-11-2016
Bellevuevej 9,Klampenborg,2930,5,173,1888,5150000.0,04-11-2016
Strandvejen 635,Klampenborg,2930,4,138,1898,2350000.0,02-11-2016
