street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Dalsøvej 67,Grindsted,7200,4,128,1976,507947.0,18-05-2017
Plougstrupvej 3,Grindsted,7200,7,200,1911,1625000.0,29-04-2017
Ribe Landevej 4,Grindsted,7200,5,136,1978,445000.0,18-04-2017
Kratbakken 14,Grindsted,7200,4,129,1976,635000.0,10-04-2017
Urup Kirkevej 24,Grindsted,7200,9,310,1972,1495000.0,03-04-2017
Solvej 7,Grindsted,7200,5,132,1928,1240000.0,31-03-2017
Nørrevej 19,Grindsted,7200,7,241,1973,1400000.0,30-03-2017
Klostervej 8,Grindsted,7200,5,227,1973,1200000.0,20-03-2017
Krogagervej 46,Grindsted,7200,4,99,1957,475000.0,14-03-2017
Engsøparken 11,Grindsted,7200,6,168,1998,2025000.0,14-03-2017
Solvangen 19,Grindsted,7200,4,136,1977,575000.0,13-03-2017
Egevangen 8,Grindsted,7200,3,88,1960,1095000.0,10-03-2017
"Jernbanegade 25, ST",Grindsted,7200,7,280,1920,1625000.0,10-03-2017
Sydtoften 135,Grindsted,7200,3,82,1984,995000.0,09-03-2017
"Grønningen 23, ST. TV",Grindsted,7200,3,88,1968,600000.0,03-03-2017
Dalbo 49,Grindsted,7200,4,124,1978,1270000.0,03-03-2017
Krogagergårdvej 27,Grindsted,7200,5,182,2017,130000.0,27-02-2017
Rødsøvej 5,Grindsted,7200,5,154,1978,1206900.0,24-02-2017
Lundhedevej 12,Grindsted,7200,3,125,1963,590000.0,23-02-2017
Tjørnevej 9,Grindsted,7200,7,184,1965,1595000.0,17-02-2017
Engvej 13,Grindsted,7200,5,173,1946,2200000.0,16-02-2017
Gribsøvej 4,Grindsted,7200,5,147,1974,1650000.0,16-02-2017
Dalbo 37,Grindsted,7200,4,116,1977,1100000.0,16-02-2017
Havrevænget 24,Grindsted,7200,5,133,1962,1100000.0,15-02-2017
Bygvænget 17,Grindsted,7200,9,195,1963,950000.0,14-02-2017
Jørgen Glavinds Vej 34,Grindsted,7200,4,85,1955,850000.0,14-02-2017
Abildvej 22,Grindsted,7200,5,164,1973,460000.0,10-02-2017
Ølgodvej 31,Grindsted,7200,4,123,1927,2040000.0,09-02-2017
Nørre Alle 7,Grindsted,7200,2,84,1913,465000.0,09-02-2017
Sydtoften 147,Grindsted,7200,3,86,1984,977500.0,09-02-2017
Samsøvej 12,Grindsted,7200,4,108,1969,1270000.0,08-02-2017
Østervej 10,Grindsted,7200,5,118,1973,507100.0,08-02-2017
"Grønningen 23, 1. TH",Grindsted,7200,2,52,1968,335000.0,02-02-2017
Dalsøvej 119,Grindsted,7200,5,123,1980,1050000.0,02-02-2017
Primulavej 13,Grindsted,7200,5,181,1964,650000.0,31-01-2017
Daltoften 33,Grindsted,7200,6,149,1977,512500.0,30-01-2017
Søndervold 274,Grindsted,7200,5,142,1997,1495000.0,30-01-2017
"Vesterbrogade 19, 1",Grindsted,7200,3,77,1925,515000.0,29-01-2017
Søndervold 278,Grindsted,7200,5,158,1997,685487.0,28-01-2017
Tofterup Markvej 4,Grindsted,7200,4,202,1951,500000.0,25-01-2017
Krarupvej 16,Grindsted,7200,5,138,1965,950000.0,23-01-2017
Lynghedevej 5,Grindsted,7200,5,140,1975,1060000.0,23-01-2017
Jyllandsgade 12,Grindsted,7200,7,151,1953,950000.0,20-01-2017
Østervangsvej 3,Grindsted,7200,10,336,1914,1995000.0,14-01-2017
Nollundvej 116,Grindsted,7200,7,256,1916,3973000.0,13-01-2017
Søndre Boulevard 245,Grindsted,7200,4,135,1997,1620000.0,10-01-2017
Nørrevej 1,Grindsted,7200,7,231,1916,975000.0,10-01-2017
Dalbo 1,Grindsted,7200,6,142,1977,1342500.0,09-01-2017
Ribersvej 74,Grindsted,7200,6,169,1978,1425000.0,06-01-2017
Abildvej 11,Grindsted,7200,5,163,1972,1160000.0,05-01-2017
Stationsvej 7,Grindsted,7200,3,79,1954,640000.0,02-01-2017
Bredsten Landevej 190,Grindsted,7200,5,112,1937,533333.0,02-01-2017
Gl Grindstedvej 18,Grindsted,7200,3,68,1921,1350000.0,01-01-2017
Klausholmsvej 8,Grindsted,7200,3,71,1958,700000.0,01-01-2017
Hovborgvej 55,Grindsted,7200,4,126,1930,975000.0,30-12-2016
Storegade 27,Grindsted,7200,6,189,1963,360000.0,26-12-2016
Dalsøvej 93,Grindsted,7200,4,143,1979,1320000.0,22-12-2016
Elmevangen 5,Grindsted,7200,4,135,1960,840000.0,20-12-2016
Vestervej 7,Grindsted,7200,4,146,1920,403000.0,19-12-2016
Dalgasvej 3,Grindsted,7200,4,88,1949,450000.0,19-12-2016
Buen 1,Grindsted,7200,4,141,1962,685000.0,19-12-2016
Hørlycks Alle 11,Grindsted,7200,4,103,1947,655000.0,15-12-2016
Grindsted Landevej 35,Grindsted,7200,4,125,1727,550000.0,14-12-2016
Gl Grindstedvej 13A,Grindsted,7200,9,220,2006,1370000.0,12-12-2016
Poppelvej 3,Grindsted,7200,4,111,1963,1015000.0,10-12-2016
Morsbølvej 35,Grindsted,7200,5,147,2011,2350000.0,09-12-2016
Sydtoften 9,Grindsted,7200,6,158,1983,1475000.0,08-12-2016
Jorden Rundt 29,Grindsted,7200,5,184,1955,1900000.0,02-12-2016
Stenderupvej 3,Grindsted,7200,4,131,1867,1740000.0,30-11-2016
Primulavej 11,Grindsted,7200,4,166,1964,1195000.0,28-11-2016
Lærkevej 2,Grindsted,7200,4,137,1935,395000.0,25-11-2016
Rømøvej 3,Grindsted,7200,6,137,1969,1025000.0,25-11-2016
Tusborgvej 17,Grindsted,7200,5,163,1935,890000.0,25-11-2016
"Grønningen 13, 2. TV",Grindsted,7200,2,53,1967,360000.0,18-11-2016
Vestre Boulevard 42,Grindsted,7200,7,181,1963,1275000.0,15-11-2016
Nørrevej 17,Grindsted,7200,4,128,1974,575000.0,10-11-2016
Tingvejen 357,Grindsted,7200,4,142,1928,1690000.0,09-11-2016
Klosterhedevej 17,Grindsted,7200,4,127,1974,1100000.0,08-11-2016
Rødsøvej 11,Grindsted,7200,6,178,1973,837500.0,06-11-2016
Kastanie Alle 5,Grindsted,7200,6,163,1917,1300000.0,04-11-2016
Engvangen 5,Grindsted,7200,6,159,1985,985000.0,02-11-2016
Kærvej 13,Grindsted,7200,6,237,1945,2050000.0,01-11-2016
Daltoften 32,Grindsted,7200,5,314,1986,1000000.0,30-10-2016
Vestervangsvej 12,Grindsted,7200,8,229,1912,935000.0,27-10-2016
Søndervold 18,Grindsted,7200,2,59,1989,675000.0,26-10-2016
Dalsvej 19,Grindsted,7200,5,164,1962,494000.0,26-10-2016
Lærkevang 3,Grindsted,7200,3,99,1964,550000.0,23-10-2016
Rugvænget 18,Grindsted,7200,6,163,1962,1845000.0,21-10-2016
Ribersvej 92,Grindsted,7200,4,112,1979,720500.0,20-10-2016
Morsbøl Skolevej 39,Grindsted,7200,7,166,1907,19427000.0,20-10-2016
Refshøjvej 15,Grindsted,7200,8,264,1898,200000.0,14-10-2016
Nørbovej 7,Grindsted,7200,6,159,1900,250000.0,13-10-2016
Solsortvej 11,Grindsted,7200,4,92,1959,760000.0,11-10-2016
Nørrevej 30,Grindsted,7200,5,154,1979,1045000.0,10-10-2016
Kvædevej 7,Grindsted,7200,7,208,1985,2185000.0,06-10-2016
Dalsøvej 145,Grindsted,7200,5,154,1995,1335000.0,06-10-2016
Kirkehusvej 3,Grindsted,7200,4,165,2004,1700000.0,05-10-2016
Ribe Landevej 34,Grindsted,7200,5,149,1953,2300000.0,04-10-2016
Hovborgvej 67,Grindsted,7200,3,63,1960,300000.0,29-09-2016
Bækgårdsvej 10,Grindsted,7200,7,163,1877,1550000.0,28-09-2016
Ahornvej 15,Grindsted,7200,5,162,1965,1195000.0,27-09-2016
Knækvej 10,Grindsted,7200,7,159,1912,2750000.0,26-09-2016
