street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Paradisbakkevejen 6,Svaneke,3740,10,260,1845,647500.0,08-05-2017
Sander Dichsgade 8,Svaneke,3740,10,196,1876,250000.0,03-05-2017
Bølshavn 20,Svaneke,3740,6,118,1948,690000.0,27-04-2017
Gaden 32,Svaneke,3740,9,119,1954,1775000.0,19-04-2017
Svanebakken 11,Svaneke,3740,5,120,2001,3500000.0,18-04-2017
Mosedalsvej 17,Svaneke,3740,6,184,1959,1465000.0,03-04-2017
Vestergade 31,Svaneke,3740,4,100,1907,938320.0,02-04-2017
Lillehøjsvej 3,Svaneke,3740,5,109,1907,1175000.0,24-03-2017
Postgade 5,Svaneke,3740,3,100,1875,1150000.0,08-03-2017
Ahornvej 4,Svaneke,3740,5,119,1898,1295000.0,07-03-2017
"Borgergade 9, 1",Svaneke,3740,3,83,1967,1750000.0,23-02-2017
Storegade 15,Svaneke,3740,3,112,1818,1275000.0,22-02-2017
Klippegade 8,Svaneke,3740,2,90,1857,1010000.0,10-02-2017
Gryneparken 28,Svaneke,3740,5,167,1986,1560000.0,01-02-2017
Egevej 1,Svaneke,3740,3,107,1900,885000.0,09-01-2017
Sander Dichsgade 9,Svaneke,3740,6,151,1800,2150000.0,06-01-2017
Strandvejen 12,Svaneke,3740,3,80,1777,1425000.0,05-01-2017
Gryneparken 3,Svaneke,3740,4,141,1980,830000.0,05-01-2017
Østermarievej 13,Svaneke,3740,5,157,1832,2835000.0,29-12-2016
Skolekrogen 10,Svaneke,3740,4,158,1898,1200000.0,28-12-2016
Hellig Kilde 1,Svaneke,3740,4,107,1881,470000.0,20-12-2016
Brugsebakken 9,Svaneke,3740,2,45,1850,535500.0,30-11-2016
Gaden 19,Svaneke,3740,2,103,1923,600000.0,24-11-2016
Sander Dichsgade 2,Svaneke,3740,7,205,1857,3900000.0,21-11-2016
Storegade 34,Svaneke,3740,6,248,1857,1995000.0,18-11-2016
Henrik Hansensgade 7,Svaneke,3740,3,75,1861,1075000.0,18-11-2016
Kirkebakken 7,Svaneke,3740,4,99,1850,263500.0,16-11-2016
Gavlegade 2,Svaneke,3740,6,146,1727,367014.0,14-11-2016
Urmarken 27,Svaneke,3740,4,111,1923,875000.0,11-11-2016
Urmarken 1,Svaneke,3740,4,97,1890,700000.0,08-11-2016
Munken 7,Svaneke,3740,6,123,1834,1462500.0,05-11-2016
Hellig Kilde 8,Svaneke,3740,4,138,1761,3875000.0,24-10-2016
Mosedalsvej 12,Svaneke,3740,3,55,1827,300000.0,23-10-2016
Lindholmsvej 6,Svaneke,3740,4,138,1877,465000.0,19-10-2016
Storegade 38,Svaneke,3740,4,86,1925,500000.0,12-10-2016
Byfogedvej 2,Svaneke,3740,17,306,1828,800000.0,09-10-2016
Gavlegade 3,Svaneke,3740,5,107,1877,892500.0,03-10-2016
Askelundsvej 13,Svaneke,3740,6,79,1984,1250000.0,30-09-2016
Bølshavn 16,Svaneke,3740,4,164,1938,1500000.0,27-09-2016
Østermarievej 10,Svaneke,3740,6,240,1909,2000000.0,25-09-2016
Indenmarken 14,Svaneke,3740,7,163,1960,1250000.0,21-09-2016
Storegade 18,Svaneke,3740,6,260,1911,1200000.0,15-09-2016
Postgade 8,Svaneke,3740,7,159,1850,1049000.0,09-09-2016
Reberbanevej 12,Svaneke,3740,3,64,1830,575000.0,06-09-2016
Hans Thygesensvej 30,Svaneke,3740,6,136,1917,745000.0,02-09-2016
Hellig Kilde 9,Svaneke,3740,4,120,1856,2095000.0,24-08-2016
I Bakkerne 27,Svaneke,3740,4,116,1967,850000.0,23-08-2016
