street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Kolleruplund 64,Vallensbæk Strand,2665,4,101,1966,2495000.0,11-05-2017
Nysøvej 42,Vallensbæk Strand,2665,5,171,1971,3260000.0,04-05-2017
"Vejlegårdsparken 2, ST. 6",Vallensbæk Strand,2665,3,88,1966,1510000.0,30-04-2017
"Gammelgårds Alle 19, 2. 24",Vallensbæk Strand,2665,2,47,1966,1050000.0,28-04-2017
Stærebo 25,Vallensbæk Strand,2665,4,109,1979,1150000.0,28-04-2017
Kolleruplund 28,Vallensbæk Strand,2665,4,101,1964,1317500.0,27-04-2017
Gisselfeldvej 4A,Vallensbæk Strand,2665,5,178,1960,2600000.0,25-04-2017
"Vejlegårdsparken 32, 1. 18",Vallensbæk Strand,2665,2,49,1966,995000.0,21-04-2017
"Vejlegårdsparken 32, ST. 4",Vallensbæk Strand,2665,2,47,1966,510000.0,20-04-2017
Tårnborgvej 26,Vallensbæk Strand,2665,4,125,1984,3500000.0,15-04-2017
Broholmvej 5,Vallensbæk Strand,2665,6,270,2011,5495000.0,11-04-2017
Ørnebo 12,Vallensbæk Strand,2665,4,109,1978,2565000.0,09-04-2017
Bjørnebo 7,Vallensbæk Strand,2665,4,102,1977,2495000.0,07-04-2017
Kathrinebjergvej 20,Vallensbæk Strand,2665,5,127,1984,3300000.0,05-04-2017
"Gammelgårds Alle 29, 2. 24",Vallensbæk Strand,2665,2,47,1966,1050000.0,03-04-2017
Bjørnebo 25,Vallensbæk Strand,2665,4,102,1977,1203623.0,31-03-2017
Mejsebo 14,Vallensbæk Strand,2665,4,109,1978,2445000.0,29-03-2017
"Lyngvej 1, ST. 3",Vallensbæk Strand,2665,2,60,1939,1250000.0,28-03-2017
"Vejlegårdsparken 48, 2. 24",Vallensbæk Strand,2665,2,47,1966,770000.0,27-03-2017
Bregnebo 24,Vallensbæk Strand,2665,4,109,1978,2660000.0,23-03-2017
Egeskovvej 59,Vallensbæk Strand,2665,4,88,2002,2395000.0,22-03-2017
Sneglebo 5,Vallensbæk Strand,2665,4,109,1978,2600000.0,22-03-2017
"Vejlegårdsparken 32, 2. 23",Vallensbæk Strand,2665,3,86,1966,1470000.0,20-03-2017
Bjørnebo 3,Vallensbæk Strand,2665,4,102,1977,2535000.0,19-03-2017
"Vejlegårdsparken 86, 3. TV",Vallensbæk Strand,2665,3,93,1969,1650000.0,17-03-2017
"Vejlegårdsparken 8, ST. TH",Vallensbæk Strand,2665,3,87,1966,1570000.0,17-03-2017
Selsøvej 56,Vallensbæk Strand,2665,6,182,1969,3700000.0,16-03-2017
Liselundsvej 1E,Vallensbæk Strand,2665,3,109,1964,950000.0,13-03-2017
Bjørnebo 4,Vallensbæk Strand,2665,4,102,1977,2350000.0,09-03-2017
"Vejlegårdsparken 24, 3. 36",Vallensbæk Strand,2665,3,88,1966,1525000.0,09-03-2017
"Vejlegårdsparken 86, 4. MF",Vallensbæk Strand,2665,2,60,1969,1150000.0,07-03-2017
Højstrupvej 18,Vallensbæk Strand,2665,4,116,1965,3600000.0,07-03-2017
Bregnebo 12,Vallensbæk Strand,2665,4,109,1978,2650000.0,06-03-2017
"Vejlegårdsparken 40, 2. 28",Vallensbæk Strand,2665,2,49,1966,950000.0,06-03-2017
Ørnebo 1,Vallensbæk Strand,2665,4,112,1978,2540000.0,05-03-2017
"Vejlegårdsparken 32, 1. 17",Vallensbæk Strand,2665,3,86,1966,1515000.0,03-03-2017
"Vejlegårdsparken 68, 2. 22",Vallensbæk Strand,2665,2,47,1966,830000.0,28-02-2017
"Gammelgårds Alle 19, ST. 4",Vallensbæk Strand,2665,2,47,1966,980000.0,27-02-2017
Kokkedalsvej 22,Vallensbæk Strand,2665,7,207,1963,3450000.0,27-02-2017
"Vejlegårdsparken 52, 2. 24",Vallensbæk Strand,2665,2,47,1966,995000.0,23-02-2017
Kollerupvej 25,Vallensbæk Strand,2665,4,127,1965,1307500.0,20-02-2017
Torbenfeldvej 21,Vallensbæk Strand,2665,4,140,1970,2850000.0,20-02-2017
"Vejlegårdsparken 2, 3. 33",Vallensbæk Strand,2665,2,49,1966,1000000.0,19-02-2017
"Vejlegårdsparken 48, 2. 23",Vallensbæk Strand,2665,3,86,1966,1500000.0,16-02-2017
Liselundsvej 13,Vallensbæk Strand,2665,2,98,1959,2505000.0,16-02-2017
Sandvejen 29,Vallensbæk Strand,2665,3,108,1988,3200000.0,14-02-2017
"Vejlegårdsparken 14, 3. 35",Vallensbæk Strand,2665,2,49,1966,970000.0,13-02-2017
"Gammelgårds Alle 33, 1. TV",Vallensbæk Strand,2665,3,87,1966,1625000.0,13-02-2017
Højstrupvej 25,Vallensbæk Strand,2665,4,116,1964,2775000.0,09-02-2017
"Vejlegårdsparken 44, ST. TH",Vallensbæk Strand,2665,3,87,1966,1650000.0,07-02-2017
"Vejlegårdsparken 32, 1. 15",Vallensbæk Strand,2665,3,86,1966,1550000.0,03-02-2017
Havbovej 23,Vallensbæk Strand,2665,4,152,1980,3550000.0,03-02-2017
Mejsebo 21,Vallensbæk Strand,2665,4,109,1978,2550000.0,01-02-2017
