street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
V Åbøllingvej 2,Skærbæk,6780,3,116,1954,190000.0,18-05-2015
Skolegade 41,Skærbæk,6780,6,134,1964,450000.0,28-04-2015
Randerupvej 107,Skærbæk,6780,4,125,1870,1037500.0,27-04-2015
Tevringvej 26,Skærbæk,6780,4,162,1958,6627163.0,27-04-2015
Barsbølvej 1,Skærbæk,6780,5,253,1908,1945000.0,25-04-2015
Gånsagervej 1,Skærbæk,6780,8,170,1950,100000.0,24-04-2015
Størupsvej 8,Skærbæk,6780,5,170,1877,750000.0,24-04-2015
Vasevej 3,Skærbæk,6780,7,252,1907,2500000.0,24-04-2015
Astrupvej 64,Skærbæk,6780,4,95,1884,500000.0,23-04-2015
Ottersbølvej 12,Skærbæk,6780,5,100,1900,400000.0,20-04-2015
Præstegårdsvej 60,Skærbæk,6780,8,159,1846,4926000.0,15-04-2015
Rejsby Landevej 4,Skærbæk,6780,3,79,1952,125000.0,07-04-2015
Kogsvej 69,Skærbæk,6780,6,185,1870,1161038.0,01-04-2015
Østerlundvej 29,Skærbæk,6780,5,120,1930,11900000.0,30-03-2015
Nygade 25,Skærbæk,6780,4,100,1942,650000.0,25-03-2015
Galgevang 2,Skærbæk,6780,6,330,1905,812500.0,25-03-2015
Randerupvej 60,Skærbæk,6780,3,108,1967,570000.0,20-03-2015
Vinumvej 31,Skærbæk,6780,5,131,1890,1020000.0,27-02-2015
Bøgevej 5,Skærbæk,6780,6,180,1965,1065000.0,27-02-2015
Randerupvej 82,Skærbæk,6780,4,101,1967,230000.0,27-02-2015
Havervad 26,Skærbæk,6780,4,120,1968,250000.0,26-02-2015
Skolegade 25,Skærbæk,6780,6,137,1941,750000.0,26-02-2015
Højbjergsvej 3,Skærbæk,6780,2,73,1979,470000.0,20-02-2015
Elmevej 3,Skærbæk,6780,6,174,1974,1395000.0,17-02-2015
Holmvej 2,Skærbæk,6780,6,110,1963,390000.0,13-02-2015
Kildetoften 58,Skærbæk,6780,5,167,2007,1600000.0,10-02-2015
Drengstedvej 5,Skærbæk,6780,6,173,1907,460000.0,30-01-2015
Sønderager 17,Skærbæk,6780,7,291,1938,672950.0,29-01-2015
Gesingvej 15A,Skærbæk,6780,5,140,2007,1700000.0,24-01-2015
Horsbølvej 4,Skærbæk,6780,5,140,1745,550000.0,21-01-2015
Åbenråvej 118,Skærbæk,6780,10,326,1910,900000.0,21-01-2015
Grenen 5,Skærbæk,6780,4,138,1973,468000.0,14-01-2015
Vestre Alle 4,Skærbæk,6780,8,192,1973,676799.0,19-12-2014
Mellemgade 23,Skærbæk,6780,3,112,1954,522275.0,19-12-2014
Kogsvej 29,Skærbæk,6780,3,105,1965,415000.0,17-12-2014
Tværvejen 5,Skærbæk,6780,6,177,1943,401035.0,14-12-2014
Landevejen 2,Skærbæk,6780,3,77,1945,240000.0,11-12-2014
Jægertoften 25,Skærbæk,6780,7,240,2015,301723.0,21-11-2014
Kildetoften 68,Skærbæk,6780,5,154,2007,1700000.0,20-11-2014
Søndergade 52A,Skærbæk,6780,4,106,1969,416593.0,17-11-2014
Gesingvej 15C,Skærbæk,6780,4,129,2007,1460000.0,10-11-2014
Algade 40,Skærbæk,6780,4,150,1970,620000.0,30-10-2014
Lergravene 38,Skærbæk,6780,4,101,1979,565000.0,29-10-2014
Tingvej 27,Skærbæk,6780,3,140,1946,425000.0,27-10-2014
Gartnervænget 6,Skærbæk,6780,6,189,1972,1350000.0,23-10-2014
Søndergade 13,Skærbæk,6780,4,107,1962,350000.0,16-10-2014
Gånsagervej 18,Skærbæk,6780,5,128,1900,110000.0,11-10-2014
Falckvej 18,Skærbæk,6780,4,118,1955,400000.0,09-10-2014
Møllevej 15,Skærbæk,6780,4,122,1972,775000.0,09-10-2014
Hjemstedvej 62,Skærbæk,6780,6,217,1973,2095020.0,30-09-2014
Jægertoften 62,Skærbæk,6780,5,212,2015,207000.0,19-09-2014
Algade 11,Skærbæk,6780,6,170,1907,100000.0,08-09-2014
Kildetoften 30,Skærbæk,6780,4,125,2010,1400000.0,24-08-2014
Vestre Alle 8,Skærbæk,6780,4,147,1986,1100000.0,22-08-2014
Algade 7,Skærbæk,6780,5,174,1907,200000.0,13-08-2014
Kristen Koldsvej 13,Skærbæk,6780,5,223,1979,5980000.0,04-08-2014
Randerupvej 2,Skærbæk,6780,7,205,2001,1920000.0,21-07-2014
Kildetoften 8,Skærbæk,6780,5,138,1986,1045000.0,18-07-2014
Melbyvej 25,Skærbæk,6780,6,118,1964,740000.0,18-07-2014
Vinumvej 56,Skærbæk,6780,4,201,1932,1450000.0,18-07-2014
Nygade 12,Skærbæk,6780,4,149,1947,710000.0,11-07-2014
Solsortevej 15,Skærbæk,6780,4,108,1966,360000.0,11-07-2014
Rytterfennen 30,Skærbæk,6780,5,158,1979,875000.0,19-06-2014
Randerupvej 96,Skærbæk,6780,5,113,1938,200000.0,17-06-2014
Ribevej 9,Skærbæk,6780,5,148,1935,400000.0,17-06-2014
Svingelen 21,Skærbæk,6780,3,72,1862,300000.0,04-06-2014
Løgumklostervej 41,Skærbæk,6780,5,91,1960,100000.0,30-05-2014
Vester Gasse 9,Skærbæk,6780,4,150,1700,1200000.0,27-05-2014
Vestre Alle 24,Skærbæk,6780,4,145,1978,1095000.0,06-05-2014
Digevej 17,Skærbæk,6780,3,120,1827,20000.0,01-05-2014
Sønderrad 5,Skærbæk,6780,4,168,1900,150000.0,29-04-2014
Søndergade 37,Skærbæk,6780,6,154,1935,450000.0,28-04-2014
Rytterfennen 44A,Skærbæk,6780,2,69,1981,330000.0,27-04-2014
Thornumsvej 4,Skærbæk,6780,5,119,1860,773320.0,08-04-2014
Søndervang 13,Skærbæk,6780,4,155,1986,1060000.0,31-03-2014
Åbenråvej 87,Skærbæk,6780,6,218,1860,9370000.0,31-03-2014
Birkelev 5,Skærbæk,6780,7,210,1846,848576.0,20-03-2014
Solsortevej 2,Skærbæk,6780,3,88,1963,510000.0,10-03-2014
Renbækgårdsvej 12,Skærbæk,6780,6,177,1952,8725000.0,04-03-2014
Ullerupvej 31,Skærbæk,6780,1,100,1952,235300.0,24-02-2014
Skolegade 22,Skærbæk,6780,7,233,1933,860000.0,22-02-2014
Søndergade 64,Skærbæk,6780,4,148,1977,1100000.0,21-02-2014
Havevej 11,Skærbæk,6780,7,150,1936,420000.0,17-02-2014
Grenen 8,Skærbæk,6780,5,147,1973,950000.0,13-02-2014
Kildetoften 31,Skærbæk,6780,5,176,2010,958184.0,11-02-2014
Søndergade 29,Skærbæk,6780,3,82,1966,675000.0,27-01-2014
Gånsagervej 7,Skærbæk,6780,7,166,1863,311666.0,13-01-2014
Søndervej 6,Skærbæk,6780,4,70,1700,310000.0,27-12-2013
Kildetoften 12,Skærbæk,6780,5,156,2012,925000.0,19-12-2013
Algade 37,Skærbæk,6780,4,137,1956,598000.0,11-12-2013
Lergravene 5,Skærbæk,6780,4,136,1979,756500.0,09-12-2013
Tjørnevej 26,Skærbæk,6780,7,182,1971,1050000.0,07-12-2013
Ullerupvej 19,Skærbæk,6780,4,103,1939,195000.0,03-12-2013
Lærkevej 4,Skærbæk,6780,4,100,1962,585000.0,03-12-2013
Kæpslundvej 4,Skærbæk,6780,2,111,1800,250000.0,01-12-2013
Randerupvej 120,Skærbæk,6780,5,122,1950,665000.0,29-11-2013
Parkvej 8,Skærbæk,6780,5,113,1971,410000.0,22-11-2013
Lærkevej 18,Skærbæk,6780,3,104,1965,425000.0,21-11-2013
Kildetoften 36,Skærbæk,6780,6,178,2010,1900000.0,21-11-2013
Tværvejen 4,Skærbæk,6780,5,196,1972,775000.0,06-11-2013
Bøgevej 11,Skærbæk,6780,3,132,1966,520000.0,02-11-2013
Holbækvej 33,Skærbæk,6780,4,131,1924,9815141.0,09-10-2013
Solsortevej 7,Skærbæk,6780,4,108,1964,525000.0,02-10-2013
Ryttervej 1,Skærbæk,6780,3,135,1860,985000.0,20-09-2013
Toftevej 2,Skærbæk,6780,3,130,1867,445000.0,18-09-2013
"Storegade 26, 1",Skærbæk,6780,3,147,1910,1000000.0,16-09-2013
Gl Ullerupvej 50,Skærbæk,6780,3,120,1948,687500.0,11-09-2013
Søndernæsvej 26,Skærbæk,6780,7,190,1870,450000.0,05-09-2013
Kærmarksvej 21,Skærbæk,6780,3,116,1960,8971110.0,30-08-2013
Ullerupvej 43,Skærbæk,6780,4,136,1974,293250.0,29-08-2013
Frifeltvej 24,Skærbæk,6780,4,146,1936,275000.0,29-08-2013
V Åbøllingvej 21,Skærbæk,6780,5,110,1800,149000.0,22-08-2013
Præstegårdsvej 6,Skærbæk,6780,5,116,1948,250000.0,06-08-2013
Falckvej 10,Skærbæk,6780,3,117,1980,575000.0,04-07-2013
Dalen 18,Skærbæk,6780,3,112,1970,600000.0,23-06-2013
Møllevej 14,Skærbæk,6780,5,184,1971,300000.0,19-06-2013
Kr Olesensvej 3,Skærbæk,6780,3,101,1988,420000.0,17-06-2013
Horsbølvej 23,Skærbæk,6780,5,182,1978,750000.0,10-06-2013
Sandemandsvej 7,Skærbæk,6780,5,139,1986,356000.0,03-06-2013
Skolegade 29,Skærbæk,6780,7,158,1947,1080000.0,03-06-2013
Bygaden 11,Skærbæk,6780,6,180,1907,92390.0,27-05-2013
Parkvej 9,Skærbæk,6780,6,138,1969,255000.0,16-05-2013
Søndergade 33,Skærbæk,6780,6,150,1965,1250000.0,14-05-2013
Tøndervej 54,Skærbæk,6780,6,175,1928,800000.0,14-05-2013
Tevringvej 31,Skærbæk,6780,4,179,1958,166000.0,13-05-2013
Skolegade 26,Skærbæk,6780,5,166,1940,560000.0,07-05-2013
Horsbølvej 32,Skærbæk,6780,4,126,1905,470000.0,19-04-2013
Renbækgårdsvej 11,Skærbæk,6780,5,264,1900,833333.0,17-04-2013
Søndergade 9,Skærbæk,6780,4,107,1965,677500.0,13-04-2013
Elmevej 19,Skærbæk,6780,3,110,1950,325000.0,05-04-2013
Solsortevej 14,Skærbæk,6780,4,100,1963,600000.0,04-04-2013
Birkealle 12,Skærbæk,6780,6,182,1942,1300000.0,02-04-2013
Gl Ullerupvej 8,Skærbæk,6780,4,80,1920,150000.0,26-03-2013
Lergravene 19,Skærbæk,6780,4,121,1977,580000.0,19-03-2013
Kogsvej 49,Skærbæk,6780,8,319,1965,17600000.0,15-03-2013
Skolegade 35,Skærbæk,6780,4,102,1962,425000.0,04-03-2013
Landevejen 4,Skærbæk,6780,4,123,1980,323660.0,27-02-2013
Sønderhedevej 47,Skærbæk,6780,5,244,1975,16020000.0,20-02-2013
Frifeltvej 6,Skærbæk,6780,4,137,1927,425000.0,16-02-2013
Gammelbyvej 6,Skærbæk,6780,6,240,2003,2600000.0,15-02-2013
Melbyvej 13,Skærbæk,6780,4,154,1967,1100000.0,13-02-2013
Sønderhedevej 1,Skærbæk,6780,6,122,1939,550000.0,13-02-2013
Toften 6,Skærbæk,6780,3,108,1968,560000.0,04-02-2013
Kildetoften 44,Skærbæk,6780,4,140,1998,1250000.0,31-01-2013
Horsbølvej 11,Skærbæk,6780,6,176,1859,625000.0,24-01-2013
Kogsvej 32A,Skærbæk,6780,4,116,1958,250000.0,21-01-2013
Tøndervej 52,Skærbæk,6780,3,82,1950,460000.0,15-01-2013
Algade 16,Skærbæk,6780,6,140,1917,100000.0,07-01-2013
Klostervej 26,Skærbæk,6780,4,126,1943,250000.0,28-12-2012
Lergravene 7,Skærbæk,6780,4,128,1977,900000.0,21-12-2012
Renbækvej 10,Skærbæk,6780,7,170,1965,235000.0,21-12-2012
Skolegade 18,Skærbæk,6780,5,197,1937,450000.0,13-12-2012
Kirkevej 6,Skærbæk,6780,6,170,1966,600000.0,07-12-2012
Drengstedvej 40,Skærbæk,6780,12,498,1912,275000.0,07-12-2012
Landevejen 59,Skærbæk,6780,6,156,1934,377924.0,29-11-2012
Ribevej 54,Skærbæk,6780,5,142,1935,500000.0,17-11-2012
Kildetoften 15,Skærbæk,6780,5,160,2012,1900000.0,09-11-2012
Lærkevej 8,Skærbæk,6780,4,105,1962,510000.0,08-11-2012
Nørrefennen 4,Skærbæk,6780,5,164,2007,2250000.0,30-10-2012
Kr Olesensvej 2,Skærbæk,6780,4,105,1847,157725.0,29-10-2012
Tværvejen 2,Skærbæk,6780,7,153,1971,592547.0,09-10-2012
Frifeltvej 29,Skærbæk,6780,7,232,1870,1050000.0,05-10-2012
Solsortevej 6,Skærbæk,6780,5,157,1963,625000.0,25-09-2012
Melbyvej 1,Skærbæk,6780,6,163,1923,920000.0,21-09-2012
Søndervang 16,Skærbæk,6780,6,198,1978,2000000.0,21-09-2012
Algade 13,Skærbæk,6780,4,142,1961,300000.0,20-09-2012
Mellemgade 3,Skærbæk,6780,4,94,1904,450000.0,17-09-2012
Præstegårdsvej 3,Skærbæk,6780,6,199,1936,275000.0,17-09-2012
Jægertoften 48,Skærbæk,6780,6,172,2013,175000.0,17-09-2012
Skolevej 2,Skærbæk,6780,3,90,1964,60000.0,07-09-2012
Klostervej 10,Skærbæk,6780,5,204,1959,1450000.0,03-09-2012
Bygaden 38,Skærbæk,6780,3,88,1965,280000.0,31-08-2012
Havervad 14,Skærbæk,6780,7,169,1700,400000.0,31-08-2012
Søndervang 27,Skærbæk,6780,4,163,1981,1400000.0,02-08-2012
Jægertoften 21,Skærbæk,6780,6,195,2014,319200.0,17-07-2012
Jægertoften 19,Skærbæk,6780,8,287,2012,319200.0,16-07-2012
Kildetoften 23,Skærbæk,6780,4,124,2010,1500000.0,10-07-2012
Ullerupvej 18,Skærbæk,6780,4,86,1952,830000.0,05-07-2012
Grenen 7,Skærbæk,6780,4,130,1974,625000.0,04-07-2012
Hedebovej 37,Skærbæk,6780,6,120,1953,5400000.0,03-07-2012
Mejerivej 6,Skærbæk,6780,4,157,1877,475000.0,03-07-2012
Hedebovej 40,Skærbæk,6780,4,108,1940,2600000.0,02-07-2012
Hedebovej 41,Skærbæk,6780,5,117,1909,11600000.0,02-07-2012
Povlskrovej 34,Skærbæk,6780,7,180,1858,177541.0,22-06-2012
Kildetoften 21,Skærbæk,6780,7,181,2013,105000.0,11-06-2012
Nørremarken 13,Skærbæk,6780,6,204,2011,2950000.0,02-06-2012
Drengstedvej 17,Skærbæk,6780,3,105,1870,126700.0,25-05-2012
Skovbrynet 3,Skærbæk,6780,4,126,1965,250000.0,24-05-2012
Bygaden 8,Skærbæk,6780,5,195,1827,340000.0,21-05-2012
Hjemstedvej 56,Skærbæk,6780,5,167,1927,370000.0,21-05-2012
Jægertoften 52,Skærbæk,6780,5,183,2013,196000.0,08-05-2012
Tingvej 58,Skærbæk,6780,4,120,1957,250000.0,26-04-2012
Parkvej 3,Skærbæk,6780,5,163,1968,1000000.0,26-04-2012
Kirkevej 23,Skærbæk,6780,4,120,1965,575000.0,25-04-2012
Rytterfennen 46,Skærbæk,6780,5,133,1979,575000.0,24-04-2012
Kilen 13,Skærbæk,6780,5,140,1973,1100000.0,30-03-2012
Søndernæsvej 15,Skærbæk,6780,4,276,1900,3350000.0,28-03-2012
Astrupvej 74,Skærbæk,6780,4,116,1877,515000.0,28-03-2012
Mejerivej 4,Skærbæk,6780,3,115,1957,650000.0,24-02-2012
Åbenråvej 83,Skærbæk,6780,5,156,1800,1080125.0,21-02-2012
Gasse Høje 1,Skærbæk,6780,9,261,1948,1975000.0,16-02-2012
Vinumvej 45,Skærbæk,6780,4,87,1851,250000.0,14-02-2012
