street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Kærleddet 6,Thisted,7700,7,225,1977,2020000.0,16-05-2017
Hammersvej 7,Thisted,7700,6,146,1960,522834.0,15-05-2017
Lyngstien 20,Thisted,7700,3,90,1967,790500.0,10-05-2017
Blåmunkevej 58,Thisted,7700,4,71,1966,847500.0,08-05-2017
Sennelsvej 54,Thisted,7700,6,196,1999,1025000.0,03-05-2017
Enghavevej 18,Thisted,7700,4,142,1965,635577.0,01-05-2017
Thorstedvej 54,Thisted,7700,4,106,1960,520000.0,01-05-2017
Spangbergsvej 49,Thisted,7700,5,187,1946,1250000.0,28-04-2017
Østertoften 8,Thisted,7700,4,114,1981,585000.0,26-04-2017
Snejstrupvej 18,Thisted,7700,8,260,1924,6425000.0,25-04-2017
Kastet 13A,Thisted,7700,3,114,2001,1400000.0,25-04-2017
Solbakkevej 62,Thisted,7700,3,75,1951,625000.0,21-04-2017
Thylandsvej 44,Thisted,7700,4,106,1921,1550000.0,19-04-2017
Fiskervej 175,Thisted,7700,4,83,1988,1200000.0,19-04-2017
Grønlundsvej 2,Thisted,7700,4,140,1881,2100000.0,19-04-2017
Norsvej 74,Thisted,7700,4,172,1932,450000.0,13-04-2017
Idylvej 5,Thisted,7700,6,229,1959,1250000.0,12-04-2017
Sandtornvej 44,Thisted,7700,4,62,1970,725000.0,12-04-2017
Blåmunkevej 33,Thisted,7700,3,68,1962,690000.0,11-04-2017
Kirstens Bakke 24,Thisted,7700,4,130,1977,1145000.0,11-04-2017
Østerbakken 18,Thisted,7700,6,187,1970,1150000.0,10-04-2017
Mombak 43,Thisted,7700,4,92,2000,1625000.0,10-04-2017
Skifervej 3,Thisted,7700,4,128,1980,520000.0,10-04-2017
Bautavej 14,Thisted,7700,4,125,1976,900000.0,10-04-2017
Tråbakken 6,Thisted,7700,6,170,1974,120000.0,10-04-2017
Hindingvej 36,Thisted,7700,12,280,1918,14400000.0,10-04-2017
Lyngstien 8,Thisted,7700,4,85,2004,1360000.0,09-04-2017
Bredkærvej 84K,Thisted,7700,5,63,1968,740000.0,07-04-2017
