street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Buskhøjvej 45,Padborg,6330,4,130,1964,581168.0,23-05-2017
Jernbanegade 31,Padborg,6330,4,93,1949,400000.0,22-05-2017
Rønsdamvej 9,Padborg,6330,6,183,1950,725000.0,04-05-2017
Østergade 7,Padborg,6330,3,143,1930,1170000.0,28-04-2017
Centrumsgaden 129A,Padborg,6330,3,56,1988,804000.0,21-04-2017
Jernbanegade 22,Padborg,6330,6,198,1962,1170000.0,03-04-2017
Ellundvej 18,Padborg,6330,5,170,1977,1200000.0,29-03-2017
Vilsbækvej 6,Padborg,6330,6,183,1963,1395000.0,20-03-2017
Volmersvej 8A,Padborg,6330,8,208,1973,1425000.0,16-03-2017
Jellingvej 4,Padborg,6330,4,131,1964,600000.0,13-03-2017
Lindholmvej 6,Padborg,6330,5,149,1968,750000.0,04-03-2017
Nygade 51,Padborg,6330,3,110,1955,730000.0,03-03-2017
Centrumsgaden 6,Padborg,6330,4,147,1977,995000.0,20-02-2017
Frydendalvej 31B,Padborg,6330,4,107,1980,485000.0,08-02-2017
Vilsbækvej 17,Padborg,6330,3,130,1928,887663.0,31-01-2017
Hasselhaven 13,Padborg,6330,5,198,1973,1200000.0,24-01-2017
Sofiedalvej 67,Padborg,6330,3,87,1957,210000.0,19-01-2017
Rønsdamvej 7,Padborg,6330,3,115,1952,955000.0,16-01-2017
Kragelundvej 18,Padborg,6330,5,153,1920,795000.0,11-01-2017
Østerløkke 1,Padborg,6330,4,125,1970,600000.0,23-12-2016
Ellundvej 32,Padborg,6330,4,120,1978,920000.0,22-12-2016
Rønsdamvej 5,Padborg,6330,4,124,1955,810000.0,21-12-2016
Fornbyvej 9,Padborg,6330,5,152,1969,400000.0,19-12-2016
Kempesteens Vej 15,Padborg,6330,6,156,2007,1645000.0,16-12-2016
"Nørregade 16, 1",Padborg,6330,10,214,1930,450000.0,12-12-2016
Frøslevvej 31,Padborg,6330,5,149,1946,500000.0,06-12-2016
Kalvehaven 11,Padborg,6330,5,219,1972,890000.0,29-11-2016
Toften 45,Padborg,6330,3,69,1980,560000.0,23-11-2016
Hanvedsgade 19,Padborg,6330,4,137,1976,1175000.0,17-11-2016
Vejbækvej 4,Padborg,6330,7,193,1777,486908.0,16-11-2016
Vikingvej 4,Padborg,6330,6,175,1964,534066.0,14-11-2016
Centrumsgaden 155,Padborg,6330,4,122,1982,507177.0,10-11-2016
Nygade 28,Padborg,6330,4,107,1929,650000.0,31-10-2016
Søndermosevej 54,Padborg,6330,5,179,1975,1520000.0,22-10-2016
Buskhøjvej 26,Padborg,6330,4,92,1962,183676.0,19-10-2016
Kristiansmindevej 2,Padborg,6330,5,161,1934,450000.0,06-10-2016
Mosevænget 6,Padborg,6330,4,118,1985,700000.0,03-10-2016
Frøslevvej 48,Padborg,6330,3,91,1949,1050000.0,30-09-2016
Ryttergabsvej 6,Padborg,6330,4,100,1965,410000.0,21-09-2016
Grydehøjvej 30,Padborg,6330,5,165,1999,1750000.0,16-09-2016
Okslundvej 3,Padborg,6330,5,55,1978,2300000.0,12-09-2016
Centrumsgaden 40,Padborg,6330,5,138,1976,1095000.0,10-09-2016
Kådnermarksvej 12D,Padborg,6330,3,100,1996,350000.0,31-08-2016
"Kragelundvej 16, 1",Padborg,6330,5,108,1913,275000.0,30-08-2016
Østerløkke 13,Padborg,6330,4,148,1977,1050000.0,29-08-2016
Nygade 24,Padborg,6330,6,158,1927,660000.0,23-08-2016
Buskhøjvej 25,Padborg,6330,4,130,1962,300000.0,21-08-2016
Frydendalvej 3,Padborg,6330,5,178,1875,782250.0,03-08-2016
Vestergade 11,Padborg,6330,8,209,1925,450000.0,02-08-2016
Valdemarsgade 18,Padborg,6330,5,102,1935,750000.0,28-07-2016
Hærvejen 72,Padborg,6330,3,181,1996,2250000.0,28-07-2016
