street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Brandgaden 10,Frørup,5871,3,125,1897,400000.0,17-05-2017
Maemosevej 21,Frørup,5871,3,55,1971,600000.0,17-04-2017
Agertoften 38,Frørup,5871,2,73,1971,850000.0,30-03-2017
Mosevej 2D,Frørup,5871,5,240,2007,1500000.0,25-03-2017
Tårup Byvej 22,Frørup,5871,5,125,1925,170400.0,16-02-2017
Granvænget 16,Frørup,5871,3,56,1968,525000.0,14-02-2017
Grønningen 3,Frørup,5871,3,75,2011,1395000.0,11-02-2017
Åvej 3,Frørup,5871,10,188,1905,575000.0,07-02-2017
Maemosevej 12,Frørup,5871,4,64,1989,685000.0,01-02-2017
Langæblevej 6C,Frørup,5871,4,130,1958,785000.0,27-01-2017
Sentvedvej 35,Frørup,5871,13,399,1922,260000.0,19-12-2016
Grantoften 1,Frørup,5871,5,77,1964,816000.0,19-12-2016
Vormark Alle 2,Frørup,5871,5,176,1982,200000.0,13-12-2016
Bækvej 10,Frørup,5871,8,298,1886,4940000.0,06-12-2016
Agertoften 27,Frørup,5871,3,56,1971,800000.0,18-11-2016
Slude Strand 28,Frørup,5871,4,105,1974,2995000.0,16-11-2016
Grantoften 7,Frørup,5871,4,72,1966,1200000.0,10-11-2016
Kirke Alle 2,Frørup,5871,3,179,1916,1450000.0,30-10-2016
Agertoften 29,Frørup,5871,3,67,1964,340000.0,23-10-2016
Bjergbakken 1,Frørup,5871,5,146,1980,1375000.0,22-10-2016
Anhof Alle 2,Frørup,5871,5,130,1840,825050.0,04-10-2016
Agertoften 51,Frørup,5871,3,73,1983,750000.0,23-09-2016
Agertoften 19,Frørup,5871,2,65,1965,1150000.0,08-09-2016
Sentvedvej 55,Frørup,5871,3,110,1963,200000.0,08-09-2016
Øksendrupvej 45,Frørup,5871,4,113,1874,56342.0,07-09-2016
Tårup Byvej 12,Frørup,5871,7,240,1825,2250000.0,20-08-2016
Engtoften 1,Frørup,5871,5,87,2003,1020450.0,16-08-2016
Mikkelenborgvej 4,Frørup,5871,5,279,1978,3550000.0,12-08-2016
Nytoften 12,Frørup,5871,4,136,1974,637500.0,22-07-2016
Frørupvej 12,Frørup,5871,4,221,1934,1200000.0,22-06-2016
Bjergbakken 4,Frørup,5871,5,204,1981,1815000.0,20-06-2016
Strandalleen 6,Frørup,5871,4,65,1974,1450000.0,10-06-2016
Skole Alle 6,Frørup,5871,4,128,1966,1350000.0,03-06-2016
Frørup Byvej 46,Frørup,5871,3,200,1875,547500.0,13-05-2016
Kajbjergvej 1,Frørup,5871,6,234,1800,450000.0,12-05-2016
Grimshavevej 4,Frørup,5871,4,153,1890,741000.0,11-05-2016
Strandalleen 18,Frørup,5871,5,50,1965,774500.0,03-05-2016
Strandalleen 8,Frørup,5871,3,81,1976,1415000.0,03-05-2016
Kirke Alle 8,Frørup,5871,9,273,1920,14270000.0,03-05-2016
