street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Ingeborgs Alle 24,Vestervig,7770,5,88,2009,1125000.0,12-02-2016
Gunhildsvej 54,Vestervig,7770,5,149,1988,960000.0,11-02-2016
Krik Strandvej 124,Vestervig,7770,5,138,1877,362500.0,10-02-2016
Ydbyvej 17,Vestervig,7770,5,157,1896,875000.0,01-02-2016
Nordsøvej 10,Vestervig,7770,4,118,1975,480000.0,14-01-2016
Hellesvej 17,Vestervig,7770,5,116,2009,960000.0,06-01-2016
Rørsangervej 24,Vestervig,7770,6,78,1978,725000.0,22-12-2015
Vesterhavsvej 27,Vestervig,7770,6,185,1827,775000.0,18-12-2015
Ydbyvej 24,Vestervig,7770,5,118,1914,419795.0,17-12-2015
Niels Ebbesensvej 6,Vestervig,7770,4,154,1967,500000.0,10-12-2015
Hellesvej 28,Vestervig,7770,3,82,1978,620000.0,30-11-2015
Gunhildsvej 10,Vestervig,7770,4,71,1980,500000.0,27-11-2015
Trankærvej 1,Vestervig,7770,5,84,1850,800000.0,13-11-2015
Havnevej 1G. 55,Vestervig,7770,4,57,1978,233750.0,10-11-2015
Hellesvej 8,Vestervig,7770,4,66,1979,435000.0,14-10-2015
"Klostergade 68, ST",Vestervig,7770,6,197,1908,715000.0,05-10-2015
Gunhildsvej 38,Vestervig,7770,5,97,2012,1130000.0,30-09-2015
Vestergade 55,Vestervig,7770,6,141,1963,200000.0,26-09-2015
Gunhildsvej 48,Vestervig,7770,4,70,1978,630000.0,17-09-2015
Ingersvej 23,Vestervig,7770,3,47,1984,455000.0,16-09-2015
Moldrupsvej 13,Vestervig,7770,8,199,1977,1010000.0,14-09-2015
Klitvænge 9,Vestervig,7770,2,41,1978,295000.0,11-09-2015
Klostergade 14,Vestervig,7770,5,126,1957,295000.0,11-09-2015
Ingersvej 33,Vestervig,7770,5,81,1980,600000.0,10-09-2015
Havnevej 1H. 61,Vestervig,7770,4,60,1978,300000.0,09-09-2015
Blishønevej 18,Vestervig,7770,5,107,1977,266339.0,07-09-2015
Liden Kirstensvej 2,Vestervig,7770,4,155,1962,625000.0,30-08-2015
Sælholmvej 2,Vestervig,7770,8,196,1976,1200000.0,28-08-2015
Klostermøllevej 45,Vestervig,7770,3,82,1910,250000.0,20-08-2015
Svanholmvej 9,Vestervig,7770,4,134,1977,350000.0,07-08-2015
Krik Strandvej 106,Vestervig,7770,4,223,1987,1661031.0,07-08-2015
Krikvænge 26,Vestervig,7770,2,41,1978,340000.0,27-07-2015
Blaabærvej 2,Vestervig,7770,5,142,1899,400000.0,03-07-2015
Lyngvænge 78,Vestervig,7770,2,41,1978,420000.0,02-07-2015
Hellesvej 42,Vestervig,7770,5,150,1992,925000.0,01-07-2015
Tygstrupvej 9,Vestervig,7770,4,111,1936,14725000.0,30-06-2015
Vesterhavsvej 20,Vestervig,7770,5,84,1885,170000.0,29-06-2015
Havnevej 1F. 41,Vestervig,7770,4,57,1978,525000.0,01-06-2015
Havnevej 1H. 66,Vestervig,7770,4,57,1978,335000.0,26-05-2015
Havnevej 1L. 96,Vestervig,7770,4,57,1978,500000.0,22-05-2015
Klostergade 27,Vestervig,7770,5,157,1916,635000.0,30-04-2015
Vestergade 46,Vestervig,7770,2,49,1957,65000.0,27-04-2015
Aggervænge 15,Vestervig,7770,2,41,1978,320000.0,24-04-2015
Havnevej 1E. 35,Vestervig,7770,4,57,1978,745000.0,23-04-2015
Sivsangervej 1,Vestervig,7770,5,112,1980,675000.0,14-04-2015
Lodbjergvej 30,Vestervig,7770,5,216,1905,1050000.0,12-04-2015
Hedegård Bechsvej 1,Vestervig,7770,5,88,1890,150000.0,31-03-2015
Havvænge 49,Vestervig,7770,2,41,1978,168600.0,28-03-2015
Ingersvej 9,Vestervig,7770,5,155,1990,1100000.0,24-03-2015
Havnevej 1H. 64,Vestervig,7770,4,57,1978,300000.0,24-03-2015
Gunhildsvej 52,Vestervig,7770,4,97,2005,960000.0,21-03-2015
Rævbjergvej 7,Vestervig,7770,2,97,1948,72250.0,08-03-2015
Ingersvej 15,Vestervig,7770,5,146,1991,1350000.0,05-03-2015
Hedevej 43,Vestervig,7770,4,60,1976,663000.0,27-02-2015
Rubyvej 8,Vestervig,7770,4,115,1969,195000.0,20-02-2015
Lodbjergvej 44,Vestervig,7770,6,260,1925,1075000.0,19-02-2015
Isfuglevej 24,Vestervig,7770,4,62,1972,520000.0,04-02-2015
Kanalvej 10,Vestervig,7770,4,78,1976,645000.0,29-01-2015
Enebærvej 12,Vestervig,7770,3,87,1975,776542.0,13-01-2015
Irgensvej 1A,Vestervig,7770,5,145,1978,1050000.0,08-01-2015
Klostergade 61,Vestervig,7770,5,136,1875,150000.0,22-12-2014
Havnevej 1H. 67,Vestervig,7770,4,57,1978,300000.0,08-12-2014
Tygstrupvej 21B,Vestervig,7770,5,185,1950,420000.0,02-12-2014
Klostermøllevej 32,Vestervig,7770,4,93,1900,510000.0,01-12-2014
Havnevej 1K. 85,Vestervig,7770,4,57,1978,250000.0,28-11-2014
Østervænge 81,Vestervig,7770,2,41,1978,279000.0,27-11-2014
Havnevej 1H. 68,Vestervig,7770,4,60,1978,300000.0,25-11-2014
Moldrupsvej 3,Vestervig,7770,3,128,1976,325000.0,24-11-2014
Klitgryden 1,Vestervig,7770,3,55,2000,1000000.0,15-10-2014
Hellesvej 6,Vestervig,7770,4,72,1977,595000.0,10-10-2014
Rævlingevej 3,Vestervig,7770,5,145,1917,560000.0,07-10-2014
Solvænge 61,Vestervig,7770,2,44,1978,350000.0,02-10-2014
Krik Strandvej 100,Vestervig,7770,6,179,1976,650000.0,02-10-2014
Aggervej 13,Vestervig,7770,19,150,1877,975000.0,30-09-2014
Sct. Thøgersvej 9,Vestervig,7770,4,110,1965,400000.0,22-09-2014
Spovevej 5,Vestervig,7770,4,68,1975,530000.0,10-09-2014
Ashøjvej 24,Vestervig,7770,4,107,1956,137200.0,30-08-2014
Rævlingevej 14,Vestervig,7770,2,55,1947,87500.0,27-08-2014
Byvænge 65,Vestervig,7770,2,44,1978,350000.0,26-08-2014
Provst Bendixvej 1,Vestervig,7770,5,140,1972,515000.0,14-08-2014
Gunhildsvej 49,Vestervig,7770,4,130,2010,1050000.0,06-08-2014
Ulstedvej 7,Vestervig,7770,9,240,1884,13400000.0,11-07-2014
Lodbjergvej 14,Vestervig,7770,3,75,1988,525000.0,20-06-2014
Digevænge 57,Vestervig,7770,2,44,1978,410000.0,12-06-2014
Rævlingevej 10,Vestervig,7770,4,110,1937,350000.0,12-06-2014
Aalumvej 30,Vestervig,7770,4,100,1930,121502.0,10-06-2014
Provst Bendixvej 3,Vestervig,7770,7,136,1970,475000.0,10-06-2014
Strandvænge 37,Vestervig,7770,2,41,1978,350000.0,06-06-2014
Klitvej 18,Vestervig,7770,3,60,1952,1275000.0,31-05-2014
Aggervænge 20,Vestervig,7770,2,41,1978,350000.0,24-05-2014
Vesterhavsvej 32B,Vestervig,7770,5,105,1935,525000.0,13-05-2014
Isfuglevej 4,Vestervig,7770,5,73,2005,905000.0,13-05-2014
Aalumvej 20,Vestervig,7770,6,160,1891,900000.0,08-05-2014
Krik Strandvej 16,Vestervig,7770,3,110,1950,450000.0,07-05-2014
Bekkasinvej 20,Vestervig,7770,4,93,2000,455000.0,05-05-2014
Bekkasinvej 16,Vestervig,7770,4,73,1975,600000.0,30-04-2014
Nabevej 1,Vestervig,7770,6,156,1899,190000.0,30-04-2014
Liden Kirstensvej 10,Vestervig,7770,6,144,1965,500000.0,28-04-2014
Aalumvej 18A,Vestervig,7770,5,128,1978,675000.0,23-04-2014
Teglgårdsvej 3,Vestervig,7770,7,174,1925,580000.0,16-04-2014
Engen 1,Vestervig,7770,5,136,1951,625000.0,10-04-2014
Provst Bendixvej 7,Vestervig,7770,4,129,1977,610000.0,31-03-2014
Ydbyvej 12,Vestervig,7770,4,109,1900,700000.0,26-03-2014
Lodbjergvej 31A,Vestervig,7770,1,16,1998,12000.0,26-03-2014
Kanalvej 26,Vestervig,7770,4,69,1972,304540.0,21-03-2014
Hedevej 8,Vestervig,7770,5,102,1977,750000.0,07-03-2014
Kystvejen 93,Vestervig,7770,9,267,1932,5700000.0,07-03-2014
Aalumvej 11,Vestervig,7770,8,230,1930,550000.0,07-03-2014
Svanholmvej 15,Vestervig,7770,10,245,1982,793237.0,06-03-2014
Toftevej 5,Vestervig,7770,6,169,1887,1160000.0,30-01-2014
Havnevej 1C. 17,Vestervig,7770,4,60,1978,715000.0,13-01-2014
Sivsangervej 15,Vestervig,7770,5,125,2015,175000.0,02-12-2013
Rørsangervej 4B,Vestervig,7770,4,92,2005,1462500.0,29-11-2013
Vesterhavsvej 22B,Vestervig,7770,4,100,1830,256441.0,26-11-2013
Havnevej 1G. 53,Vestervig,7770,4,57,1978,467500.0,20-11-2013
Isfuglevej 15,Vestervig,7770,5,148,1990,1700000.0,15-11-2013
Vestergade 65,Vestervig,7770,4,109,1960,140000.0,13-11-2013
Lodbjergvej 4,Vestervig,7770,4,108,1955,545000.0,08-11-2013
Østervænge 84,Vestervig,7770,2,44,1978,306000.0,01-11-2013
Klostergade 10,Vestervig,7770,4,150,1955,500000.0,23-10-2013
Rylevej 1,Vestervig,7770,3,68,1996,925000.0,10-10-2013
Toftevej 18,Vestervig,7770,4,117,1907,700000.0,18-09-2013
Kalkjærvej 2,Vestervig,7770,5,165,1875,535000.0,11-09-2013
Gunhildsvej 28,Vestervig,7770,4,74,2002,852500.0,29-08-2013
Havnevej 1D. 29,Vestervig,7770,4,60,1978,855000.0,29-08-2013
Ydbyvej 16,Vestervig,7770,4,110,1914,275000.0,07-08-2013
Blishønevej 11,Vestervig,7770,4,72,1977,662500.0,05-08-2013
Klostergade 86,Vestervig,7770,4,75,1933,380000.0,26-07-2013
"Klostergade 68, 1",Vestervig,7770,5,160,1908,150000.0,17-07-2013
Ingersvej 11,Vestervig,7770,5,150,1990,900000.0,03-07-2013
Hannesvej 47,Vestervig,7770,5,91,1986,975000.0,26-06-2013
Hannesvej 64,Vestervig,7770,3,61,1979,598000.0,26-06-2013
Havnevej 1L. 101,Vestervig,7770,4,60,1978,675000.0,21-06-2013
Vesterhavsvej 50,Vestervig,7770,7,140,1917,675000.0,14-06-2013
Strangesensvej 5,Vestervig,7770,7,201,1974,1125000.0,14-06-2013
Klostergade 35A,Vestervig,7770,5,130,1910,43543.0,12-06-2013
Havnevej 1H. 63,Vestervig,7770,4,57,1978,485000.0,31-05-2013
Gunhildsvej 63,Vestervig,7770,4,79,2005,975000.0,30-05-2013
Aggervænge 19,Vestervig,7770,2,41,1978,360000.0,28-05-2013
Krikvænge 25,Vestervig,7770,2,41,1978,345000.0,26-05-2013
Enebærvej 27,Vestervig,7770,3,83,1999,935000.0,25-05-2013
Blishønevej 14,Vestervig,7770,3,102,1975,503625.0,24-05-2013
Havnevej 1L. 95,Vestervig,7770,4,57,1978,530000.0,19-05-2013
Kanalvej 8,Vestervig,7770,5,118,2015,235000.0,18-05-2013
Klostermøllevej 33,Vestervig,7770,3,87,1909,670000.0,15-05-2013
Ydbyvej 11,Vestervig,7770,7,236,1973,1300000.0,03-05-2013
Enebærvej 9,Vestervig,7770,5,150,1984,680000.0,30-04-2013
Krik Strandvej 8,Vestervig,7770,6,181,1900,1295000.0,27-04-2013
Digevænge 53,Vestervig,7770,2,44,1978,400000.0,22-04-2013
Aagade 4,Vestervig,7770,4,150,1958,570000.0,18-04-2013
Havnevej 1K. 86,Vestervig,7770,4,57,1978,390000.0,09-04-2013
Havnevej 1K. 87,Vestervig,7770,4,57,1978,395000.0,07-04-2013
Vestervænge 70,Vestervig,7770,2,44,1978,240000.0,05-04-2013
Gunhildsvej 75,Vestervig,7770,,,,140000.0,05-04-2013
Aalumvej 36,Vestervig,7770,3,83,1920,317337.0,03-04-2013
Hellesvej 20,Vestervig,7770,4,64,1976,400000.0,02-04-2013
Ydbyvej 15,Vestervig,7770,5,127,1951,475079.0,15-03-2013
Hedegård Bechsvej 27,Vestervig,7770,5,92,1972,945000.0,15-03-2013
Havnevej 1H. 62,Vestervig,7770,4,57,1978,520000.0,12-03-2013
Vesterhavsvej 28,Vestervig,7770,2,94,1877,50000.0,04-03-2013
Ydbyvej 28,Vestervig,7770,6,178,1877,175000.0,04-03-2013
Margrethevej 1,Vestervig,7770,3,76,1934,348000.0,22-02-2013
Blishønevej 25,Vestervig,7770,5,163,1990,1050000.0,07-01-2013
Klostermøllevej 55,Vestervig,7770,4,98,1966,370000.0,05-01-2013
Krik Strandvej 94,Vestervig,7770,4,120,1977,1075000.0,21-12-2012
Havnevej 1D. 23,Vestervig,7770,4,60,1978,701600.0,18-12-2012
Rørsangervej 23,Vestervig,7770,4,120,2006,1695000.0,13-12-2012
Gunhildsvej 6,Vestervig,7770,4,84,1992,710000.0,08-12-2012
Kystvejen 95,Vestervig,7770,8,230,1932,10100000.0,30-11-2012
Mågevej 17,Vestervig,7770,4,109,2004,1600000.0,30-11-2012
Havnevej 1F. 45,Vestervig,7770,4,57,1978,475000.0,14-11-2012
Klostermøllevej 23C,Vestervig,7770,3,135,1923,1085000.0,13-11-2012
Sivsangervej 22,Vestervig,7770,5,73,1978,650000.0,31-10-2012
Havnevej 1F. 50,Vestervig,7770,4,60,1978,526400.0,07-10-2012
Havnevej 1E. 39,Vestervig,7770,4,60,1978,1010000.0,03-10-2012
Krik Strandvej 3,Vestervig,7770,6,234,2016,1300000.0,02-10-2012
Spovevej 12,Vestervig,7770,4,90,1995,800000.0,24-09-2012
Hannesvej 17,Vestervig,7770,6,103,2007,1130000.0,24-09-2012
Havnevej 1B. 13,Vestervig,7770,4,57,1978,678400.0,22-09-2012
Klitvænge 10,Vestervig,7770,2,41,1978,425000.0,21-09-2012
Engen 3,Vestervig,7770,7,115,1954,179862.0,21-09-2012
Ternevej 2,Vestervig,7770,3,53,1969,800000.0,12-09-2012
Vestergade 56,Vestervig,7770,1,814,1856,600000.0,10-09-2012
Vesterhavsvej 45,Vestervig,7770,8,162,1939,1300000.0,10-08-2012
Christinavej 13,Vestervig,7770,3,74,1980,325000.0,30-06-2012
Klostergade 28,Vestervig,7770,5,159,1910,425000.0,27-06-2012
Havnevej 1C. 20,Vestervig,7770,4,57,1978,662000.0,26-06-2012
Havnevej 1G. 56,Vestervig,7770,4,57,1978,478400.0,23-06-2012
Rylevej 2,Vestervig,7770,6,96,1977,1100000.0,22-06-2012
Havnevej 1G. 58,Vestervig,7770,4,57,1978,548000.0,10-06-2012
Havnevej 1B. 12,Vestervig,7770,4,57,1978,678400.0,28-05-2012
Havnevej 1F. 49,Vestervig,7770,4,57,1978,510400.0,27-05-2012
Lodbjergvej 25,Vestervig,7770,7,261,1917,2260000.0,15-05-2012
Vestergade 27,Vestervig,7770,5,140,1913,285000.0,03-05-2012
Gunhildsvej 19,Vestervig,7770,5,122,2008,1095000.0,27-04-2012
Fjordvænge 66,Vestervig,7770,2,44,1978,472000.0,22-04-2012
Vestergade 63,Vestervig,7770,6,140,1958,275000.0,21-04-2012
Hannesvej 21,Vestervig,7770,4,92,2006,1100000.0,16-04-2012
Havnevej 1F. 47,Vestervig,7770,4,57,1978,635000.0,15-04-2012
Vestergade 30,Vestervig,7770,3,83,1958,216902.0,11-04-2012
Ternevej 6,Vestervig,7770,4,82,2013,100000.0,01-04-2012
Hannesvej 45,Vestervig,7770,2,90,1999,875000.0,29-03-2012
Hannesvej 49,Vestervig,7770,5,149,1990,1750000.0,21-03-2012
Fuglsøvej 13,Vestervig,7770,4,91,1972,1200000.0,19-03-2012
Hellesvej 35,Vestervig,7770,4,102,1994,850000.0,17-03-2012
Klostermøllevej 26,Vestervig,7770,5,120,1870,150000.0,08-03-2012
Aggervej 20,Vestervig,7770,7,261,1910,650000.0,08-03-2012
Rævlingevej 9,Vestervig,7770,4,121,1915,900000.0,07-03-2012
Vesterhavsvej 18,Vestervig,7770,5,134,1897,160000.0,23-02-2012
Tygstrupvej 5,Vestervig,7770,3,99,1912,36000.0,05-02-2012
Aalumvej 40,Vestervig,7770,5,110,1980,600000.0,16-01-2012
Havnevej 1C. 21,Vestervig,7770,4,57,1978,845000.0,15-01-2012
Rubyvej 6,Vestervig,7770,3,100,1969,280000.0,04-01-2012
Østervænge 80,Vestervig,7770,2,44,1978,250000.0,04-01-2012
Adbølvej 1,Vestervig,7770,5,130,1929,1000000.0,21-12-2011
Vestergade 26,Vestervig,7770,4,111,1955,210000.0,21-12-2011
Enebærvej 14,Vestervig,7770,5,78,1976,810000.0,12-12-2011
Engen 6,Vestervig,7770,6,178,1960,510000.0,09-12-2011
Sct. Thøgersvej 10,Vestervig,7770,7,188,1974,490000.0,17-11-2011
Vestergade 22,Vestervig,7770,5,175,1920,305000.0,15-11-2011
Havnevej 1G. 57,Vestervig,7770,4,57,1978,658000.0,09-11-2011
Rubyvej 37,Vestervig,7770,4,113,1972,315352.0,03-11-2011
Sivsangervej 12,Vestervig,7770,5,129,1986,1225000.0,20-10-2011
Ingersvej 25,Vestervig,7770,4,84,1984,800000.0,20-10-2011
Ingersvej 29,Vestervig,7770,3,66,1983,650000.0,20-10-2011
Aggervænge 17,Vestervig,7770,2,41,1978,460000.0,05-10-2011
Engen 5,Vestervig,7770,4,124,1957,250000.0,09-09-2011
Isfuglevej 20,Vestervig,7770,4,62,1972,655000.0,06-09-2011
Hedevej 15,Vestervig,7770,6,159,1877,636209.0,02-09-2011
Sct. Thøgersvej 14,Vestervig,7770,4,115,1966,175000.0,01-09-2011
Tværvej 2,Vestervig,7770,5,144,1986,466000.0,31-08-2011
Isfuglevej 23,Vestervig,7770,4,62,1972,480000.0,29-08-2011
Hedegård Bechsvej 9,Vestervig,7770,3,56,1971,703000.0,19-08-2011
Blishønevej 2A,Vestervig,7770,4,68,1972,860000.0,18-08-2011
Aalumvej 8,Vestervig,7770,3,80,1922,200000.0,17-08-2011
Mågevej 29,Vestervig,7770,6,118,1977,785000.0,06-08-2011
Margrethevej 6,Vestervig,7770,6,133,1925,410000.0,05-08-2011
Rylevej 15,Vestervig,7770,4,125,2008,1100000.0,08-07-2011
Blaabærvej 3,Vestervig,7770,3,82,1902,82875.0,03-07-2011
Hedegård Bechsvej 13,Vestervig,7770,3,56,1971,450000.0,27-06-2011
Mågevej 31,Vestervig,7770,4,109,1970,700000.0,22-06-2011
Klostergade 22,Vestervig,7770,5,150,1900,335000.0,18-06-2011
Christinavej 5,Vestervig,7770,4,120,1966,260000.0,09-06-2011
Spovevej 11,Vestervig,7770,4,90,1973,610000.0,08-06-2011
Hedegård Bechsvej 19,Vestervig,7770,3,67,1975,660000.0,08-06-2011
Mågevej 43,Vestervig,7770,4,114,1976,920000.0,27-05-2011
Havnevej 1G. 59,Vestervig,7770,4,57,1978,540000.0,20-05-2011
Havnevej 1H. 65,Vestervig,7770,4,57,1978,600000.0,07-05-2011
Isfuglevej 22,Vestervig,7770,4,75,1972,950000.0,03-05-2011
Krik Strandvej 66,Vestervig,7770,6,186,2013,645000.0,18-04-2011
Mågevej 21,Vestervig,7770,4,100,1976,800000.0,12-04-2011
Klostergade 12,Vestervig,7770,4,138,1949,25000.0,11-04-2011
Vestergade 43,Vestervig,7770,4,100,1935,470000.0,05-04-2011
Rørsangervej 7,Vestervig,7770,5,80,1981,800000.0,25-03-2011
Aggervænge 18,Vestervig,7770,2,41,1978,485000.0,10-03-2011
Krik Strandvej 28,Vestervig,7770,7,244,2012,330000.0,17-02-2011
Liden Kirstensvej 1A,Vestervig,7770,8,206,1963,605442.0,14-02-2011
Nordsøvej 4,Vestervig,7770,5,82,1974,575000.0,07-02-2011
Kalkjærvej 7,Vestervig,7770,3,104,1934,476000.0,05-02-2011
Tygstrupvej 19,Vestervig,7770,5,119,1872,399993.0,13-01-2011
Aagade 2,Vestervig,7770,6,179,1963,335000.0,28-12-2010
Klostergade 100,Vestervig,7770,4,96,1904,345000.0,15-12-2010
Lodbjergvej 33,Vestervig,7770,11,265,1884,608817.0,30-11-2010
Havnevej 1A. 6,Vestervig,7770,4,57,1978,815000.0,23-11-2010
Rylevej 5,Vestervig,7770,6,123,1985,450000.0,18-11-2010
Vesterhavsvej 41,Vestervig,7770,5,112,1913,400000.0,12-11-2010
Havnevej 1F. 42,Vestervig,7770,4,57,1978,584500.0,29-10-2010
Rubyvej 9,Vestervig,7770,5,144,1976,725000.0,28-10-2010
Havnevej 1F. 43,Vestervig,7770,4,57,1978,584500.0,21-10-2010
Sivsangervej 17,Vestervig,7770,4,62,1972,585000.0,18-10-2010
Skårupvej 12,Vestervig,7770,4,112,1898,925000.0,04-10-2010
Klostermøllevej 9,Vestervig,7770,8,285,1870,575000.0,30-09-2010
Gunhildsvej 33,Vestervig,7770,4,65,1975,650000.0,30-09-2010
Moldrupsvej 8,Vestervig,7770,4,132,1973,540000.0,19-09-2010
Sct. Thøgersvej 5,Vestervig,7770,5,167,1966,298000.0,27-08-2010
Vestergade 45,Vestervig,7770,7,188,1925,920000.0,24-08-2010
Isfuglevej 7,Vestervig,7770,5,119,1977,625000.0,06-08-2010
Klitvænge 3,Vestervig,7770,2,41,1978,545000.0,05-08-2010
Hedevej 47,Vestervig,7770,5,80,1978,960000.0,04-08-2010
Havnevej 1N. 70,Vestervig,7770,4,57,1978,650000.0,03-08-2010
Aggervej 31,Vestervig,7770,5,118,1900,650000.0,23-07-2010
Byvænge 64,Vestervig,7770,2,41,1978,535000.0,20-07-2010
Kalkjærvej 17,Vestervig,7770,4,220,1926,875000.0,10-07-2010
Klostermøllevej 30,Vestervig,7770,4,104,1877,685000.0,05-07-2010
Skårupvej 3,Vestervig,7770,7,290,1992,1355000.0,10-06-2010
Bekkasinvej 1,Vestervig,7770,4,80,2010,375000.0,09-06-2010
Havnevej 1N. 76,Vestervig,7770,4,60,1978,675000.0,02-06-2010
Hannesvej 27,Vestervig,7770,5,90,2000,1225000.0,28-05-2010
Aggervænge 22,Vestervig,7770,2,41,1978,260000.0,26-05-2010
Blaabærvej 5,Vestervig,7770,4,150,1937,595000.0,21-05-2010
Gunhildsvej 12,Vestervig,7770,4,95,2004,1035000.0,12-04-2010
Havnevej 1A. 5,Vestervig,7770,4,57,1978,835000.0,11-04-2010
