street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
Parkvangen 11,Solbjerg,8355,5,133,1966,2245000.0,22-03-2017
Hasselvangen 103,Solbjerg,8355,4,134,2013,2335000.0,14-03-2017
Møddebro Parkvej 115,Solbjerg,8355,5,152,2017,2886516.0,23-02-2017
Tisetvej 19,Solbjerg,8355,5,96,1970,1675000.0,21-02-2017
Hasselvangen 46,Solbjerg,8355,5,149,2008,3060000.0,02-02-2017
Møddebro Parkvej 25,Solbjerg,8355,5,165,2012,3650000.0,27-01-2017
Solbjerg Hedevej 48,Solbjerg,8355,6,190,1971,2150000.0,19-01-2017
Møddebrovej 16,Solbjerg,8355,4,132,1969,1834800.0,13-01-2017
Østergårdsvej 245,Solbjerg,8355,5,163,2000,2748000.0,13-01-2017
Dalmosevej 4,Solbjerg,8355,7,148,1966,930000.0,28-12-2016
Solbjerg Have 9,Solbjerg,8355,4,94,1995,1665000.0,20-12-2016
Hasselvangen 111,Solbjerg,8355,4,116,2013,2100000.0,08-12-2016
Hasselvangen 231,Solbjerg,8355,5,153,2008,1513582.0,07-12-2016
Elleskovvej 1,Solbjerg,8355,6,174,1963,1500000.0,08-11-2016
Solbjerg Hedevej 79,Solbjerg,8355,5,177,2007,2825000.0,01-11-2016
Trolddalsvej 4,Solbjerg,8355,5,244,1910,3700000.0,01-11-2016
Bakketoppen 10,Solbjerg,8355,5,132,1965,1850000.0,24-10-2016
Højlundsparken 67,Solbjerg,8355,5,126,1967,1750000.0,21-10-2016
Tisetvej 16,Solbjerg,8355,5,210,1960,3600000.0,13-10-2016
Bøgevangen 13,Solbjerg,8355,6,171,1971,2023000.0,09-10-2016
Vestervangsparken 2,Solbjerg,8355,6,205,1971,3200000.0,07-10-2016
Fastrupvej 21,Solbjerg,8355,4,129,1928,409838.0,04-10-2016
Møddebrovej 6,Solbjerg,8355,4,126,1977,2300000.0,23-09-2016
Lystenlund 17,Solbjerg,8355,5,154,1986,2830000.0,22-09-2016
Elleskovvej 7F,Solbjerg,8355,3,102,2010,1698000.0,21-09-2016
Ravnholtvej 8,Solbjerg,8355,5,171,1980,1900000.0,20-09-2016
Højlundsparken 23,Solbjerg,8355,4,106,1969,1300000.0,15-09-2016
Fastrupvej 51,Solbjerg,8355,6,188,1970,2500000.0,12-09-2016
Bøgevangen 4,Solbjerg,8355,5,166,1970,2025000.0,08-09-2016
