street,city,zipcode,no_rooms,size_in_sq_m,year_of_construction,price,sale_date_str
"Vangedevej 224B, 4. TV",Dyssegård ,2870,3,80,1948,2300000.0,19-05-2017
Almindingen 59,Dyssegård ,2870,5,104,1943,5745000.0,16-05-2017
"Dalstrøget 101, 3. TH",Dyssegård ,2870,3,73,1959,1950000.0,11-05-2017
"Vangedevej 152A, 2. TH",Dyssegård ,2870,2,65,1956,1650000.0,30-04-2017
"Grøntoften 7, 1. TH",Dyssegård ,2870,3,66,1931,1680000.0,30-04-2017
"Plantevej 15, 3. TV",Dyssegård ,2870,2,60,1938,1450000.0,25-04-2017
"Vangedevej 162B, 2. TV",Dyssegård ,2870,3,79,1987,2520000.0,25-04-2017
Vangedevej 216A,Dyssegård ,2870,5,110,1934,1584297.0,21-04-2017
"Dalstrøget 88, ST. TH",Dyssegård ,2870,3,90,1959,1093000.0,19-04-2017
Sønderengen 64,Dyssegård ,2870,5,162,1929,5300000.0,11-04-2017
"Plantevej 1, 1. TV",Dyssegård ,2870,2,72,1948,2195000.0,04-04-2017
Dalstrøget 23,Dyssegård ,2870,8,235,1929,7850000.0,30-03-2017
"Dalstrøget 89, 2. MF",Dyssegård ,2870,1,44,1959,1345000.0,30-03-2017
Hjemmevej 13,Dyssegård ,2870,4,133,1933,6495000.0,30-03-2017
"Plantevej 3, 3. TV",Dyssegård ,2870,2,58,1948,1450000.0,30-03-2017
"Vangedevej 222A, 2. TH",Dyssegård ,2870,2,61,1948,1600000.0,17-03-2017
"Plantevej 23, 4. TH",Dyssegård ,2870,2,57,1938,1350000.0,14-03-2017
"Plantevej 17, 3. TV",Dyssegård ,2870,2,58,1938,1550000.0,09-03-2017
Søndergårdsvej 39,Dyssegård ,2870,6,146,1932,6350000.0,06-03-2017
"Dalstrøget 100, 2",Dyssegård ,2870,2,76,1959,1800000.0,05-03-2017
Almindingen 57,Dyssegård ,2870,5,100,1943,4800000.0,03-03-2017
Sønderengen 106,Dyssegård ,2870,5,101,1943,6250.0,27-02-2017
"Dalstrøget 89, 1. TV",Dyssegård ,2870,2,59,1959,1751000.0,21-02-2017
Munkegårdsvej 28,Dyssegård ,2870,4,111,1936,5450000.0,19-02-2017
"Plantevej 5, 3. TH",Dyssegård ,2870,2,66,1948,1720000.0,17-02-2017
"Vangedevej 222A, 4. TV",Dyssegård ,2870,2,61,1948,1650000.0,16-02-2017
Almindingen 11,Dyssegård ,2870,3,77,1932,4645000.0,14-02-2017
Frændevej 36,Dyssegård ,2870,6,151,1952,5850000.0,14-02-2017
Vangedevej 206B,Dyssegård ,2870,5,134,1957,4900000.0,12-02-2017
"Grøntoften 5, 1. TH",Dyssegård ,2870,2,52,1931,1111000.0,12-02-2017
"Plantevej 23, 1. TH",Dyssegård ,2870,2,57,1938,1525000.0,08-02-2017
"Dalstrøget 94, ST. TH",Dyssegård ,2870,4,105,1959,3555000.0,08-02-2017
"Dalstrøget 105, 2. MF",Dyssegård ,2870,2,57,1959,1385000.0,01-02-2017
"Dalstrøget 107, ST. TH",Dyssegård ,2870,2,74,1959,1800000.0,01-02-2017
"Dalstrøget 71, 2. TV",Dyssegård ,2870,2,59,1959,1500000.0,31-01-2017
"Dalstrøget 83, 1. TH",Dyssegård ,2870,2,59,1959,1495000.0,30-01-2017
"Vangedevej 222A, 3. TV",Dyssegård ,2870,2,60,1948,1720000.0,29-01-2017
"Vangedevej 152A, 1. TV",Dyssegård ,2870,2,62,1956,1751500.0,25-01-2017
"Dalstrøget 83, 1. MF",Dyssegård ,2870,1,44,1959,1051250.0,23-01-2017
Almindingen 14,Dyssegård ,2870,3,101,1930,4125000.0,20-01-2017
"Dalstrøget 71, 3. TH",Dyssegård ,2870,2,60,1959,1511000.0,20-01-2017
"Vangedevej 226A, 4. TV",Dyssegård ,2870,4,85,1948,1485000.0,14-01-2017
